Albany State University	Albany State University is a public institution that was founded in 1903. It has a City setting, and the campus size is 231 acres. It utilizes a semester-based academic calendar. Albany State University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #103-#133. Its in-state tuition and fees are $6,950; out-of-state tuition and fees are $20,352.
Albertus Magnus College	Albertus Magnus College is a private institution that was founded in 1925. It has a total undergraduate enrollment of 1,116, its setting is suburban, and the campus size is 55 acres. It utilizes a differs by program-based academic calendar. Albertus Magnus College's ranking in the 2021 edition of Best Colleges is Regional Universities North, #88. Its tuition and fees are $35,410.
Albion College	Albion College is a private institution that was founded in 1835. It has a total undergraduate enrollment of 1,475, its setting is suburban, and the campus size is 574 acres. It utilizes a semester-based academic calendar. Albion College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #130. Its tuition and fees are $50,590.
Albright College	Albright College is a private institution that was founded in 1856. It has a Suburban setting, and the campus size is 118 acres. It utilizes a 4-1-4-based academic calendar. Albright College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $25,642.
Alcorn State University	Alcorn State University is a public institution that was founded in 1871. It has a total undergraduate enrollment of 3,068, its setting is rural, and the campus size is 1,756 acres. It utilizes a semester-based academic calendar. Alcorn State University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #84. Its in-state tuition and fees are $7,320; out-of-state tuition and fees are $7,320.
Alderson Broaddus University	Alderson Broaddus University is a private institution that was founded in 1871. It has a total undergraduate enrollment of 836, its setting is rural, and the campus size is 170 acres. It utilizes a semester-based academic calendar. Alderson Broaddus University's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #55. Its tuition and fees are $29,220.
Alfred University	Alfred University is a private institution that was founded in 1836. It has a total undergraduate enrollment of 1,715, its setting is rural, and the campus size is 600 acres. It utilizes a semester-based academic calendar. Alfred University's ranking in the 2021 edition of Best Colleges is Regional Universities North, #45. Its tuition and fees are $36,276.
Avila University	Avila University is a private institution.   Avila University's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #119-#156. Its tuition and fees are $20,500.
Azusa Pacific University	Azusa Pacific University is a private institution that was founded in 1899. It has a Suburban setting, and the campus size is 103 acres. It utilizes a semester-based academic calendar. Azusa Pacific University's ranking in the 2021 edition of Best Colleges is National Universities, #227. Its tuition and fees are $38,880.
Babson College	Babson College is a private institution that was founded in 1919. It has a total undergraduate enrollment of 2,386, its setting is suburban, and the campus size is 370 acres. It utilizes a semester-based academic calendar.  Its tuition and fees are $54,144.
Bacone College	Bacone College is a private institution. It has a campus size of 160 acres.  Bacone College's ranking in the 2021 edition of Best Colleges is Regional Colleges West, #26-#33. Its tuition and fees are $14,700.
Baker College of Flint	Baker College of Flint is a private institution.   Baker College of Flint's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #119-#156. Its tuition and fees are $9,920.
Bakersfield College	Bakersfield College is a public institution.    Its in-state tuition and fees are $1,325; out-of-state tuition and fees are $7,737.
Baker University	Baker University is a private institution that was founded in 1858. It has a total undergraduate enrollment of 1,135, its setting is rural, and the campus size is 26 acres. It utilizes a 4-1-4-based academic calendar. Baker University's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its tuition and fees are $30,670.
Baldwin Wallace University	Baldwin Wallace University is a private institution that was founded in 1845. It has a total undergraduate enrollment of 2,964, its setting is suburban, and the campus size is 100 acres. It utilizes a semester-based academic calendar. Baldwin Wallace University's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #10. Its tuition and fees are $34,504.
Ball State University	Ball State University is a public institution that was founded in 1918. It has a Suburban setting, and the campus size is 1,140 acres. It utilizes a semester-based academic calendar. Ball State University's ranking in the 2021 edition of Best Colleges is National Universities, #284. Its in-state tuition and fees are $10,144; out-of-state tuition and fees are $27,132.
Baptist Bible College	Baptist Bible College is a private institution.    
American University of Puerto Rico--Bayamon	American University of Puerto Rico—Bayamon is a private institution.   American University of Puerto Rico—Bayamon's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #70-#91. 
American University of Puerto Rico--Manati	American University of Puerto Rico—Manati is a private institution.   American University of Puerto Rico—Manati's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #70-#91. Its tuition and fees are $6,365.
Amherst College	Amherst College is a private institution that was founded in 1821. It has a total undergraduate enrollment of 1,839, its setting is rural, and the campus size is 1,000 acres. It utilizes a semester-based academic calendar. Amherst College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #2. Its tuition and fees are $60,890.
Anderson University (IN)	Anderson University (IN) is a private institution that was founded in 1917. It has a total undergraduate enrollment of 1,311, its setting is suburban, and the campus size is 163 acres. It utilizes a semester-based academic calendar. Anderson University (IN)'s ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #51. Its tuition and fees are $32,100.
Anderson University (SC)	Anderson University (SC) is a private institution that was founded in 1911. It has a total undergraduate enrollment of 2,893, its setting is city, and the campus size is 272 acres. It utilizes a semester-based academic calendar. Anderson University (SC)'s ranking in the 2021 edition of Best Colleges is Regional Universities South, #42. Its tuition and fees are $29,980.
Andrew College	Andrew College is a private institution that was founded in 1854.  It utilizes a semester-based academic calendar.  Its tuition and fees are $18,258.
Andrews University	Andrews University is a private institution that was founded in 1874. It has a total undergraduate enrollment of 1,708, its setting is rural, and the campus size is 300 acres. It utilizes a semester-based academic calendar. Andrews University's ranking in the 2021 edition of Best Colleges is National Universities, #298-#389. Its tuition and fees are $31,008.
Angelo State University	Angelo State University is a public institution that was founded in 1928. It has a total undergraduate enrollment of 9,046, its setting is city, and the campus size is 268 acres. It utilizes a semester-based academic calendar. Angelo State University's ranking in the 2021 edition of Best Colleges is Regional Universities West, #91. Its in-state tuition and fees are $9,011; out-of-state tuition and fees are $21,281.
Anna Maria College	Anna Maria College is a private institution that was founded in 1946. It has a total undergraduate enrollment of 1,127, its setting is suburban, and the campus size is 192 acres. It utilizes a semester-based academic calendar. Anna Maria College's ranking in the 2021 edition of Best Colleges is Regional Universities North, #136-#176. Its tuition and fees are $38,630.
Antelope Valley College	Antelope Valley College is a public institution.    Its in-state tuition and fees are $1,124; out-of-state tuition and fees are $6,380.
Art Academy of Cincinnati	Art Academy of Cincinnati is a private institution that was founded in 1869. It has a total undergraduate enrollment of 214, and the setting is Urban. It utilizes a semester-based academic calendar.  Its tuition and fees are $34,854.
ArtCenter College of Design	ArtCenter College of Design is a private institution that was founded in 1930. It has a total undergraduate enrollment of 2,062, its setting is suburban, and the campus size is 175 acres. It utilizes a semester-based academic calendar.  Its tuition and fees are $44,932.
Art Institute of Atlanta	Art Institute of Atlanta is a for-profit institution.    Its tuition and fees are $19,354.
Art Institute of Houston	Art Institute of Houston is a for-profit institution.    Its tuition and fees are $19,354.
Asbury University	Asbury University is a private institution that was founded in 1890. It has a total undergraduate enrollment of 1,714, its setting is suburban, and the campus size is 65 acres. It utilizes a semester-based academic calendar. Asbury University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #9. Its tuition and fees are $32,028.
Ashland University	Ashland University is a private institution that was founded in 1878. It has a total undergraduate enrollment of 5,822, its setting is rural, and the campus size is 150 acres. It utilizes a semester-based academic calendar. Ashland University's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #51. Its tuition and fees are $22,540.
Assumption University	Assumption University is a private institution that was founded in 1904. It has a total undergraduate enrollment of 1,982, its setting is suburban, and the campus size is 185 acres. It utilizes a semester-based academic calendar. Assumption University's ranking in the 2021 edition of Best Colleges is Regional Universities North, #43. Its tuition and fees are $43,978.
Atlanta Metropolitan State College	Atlanta Metropolitan State College is a public institution that was founded in 1974. It has a Urban setting, and the campus size is 79 acres. It utilizes a semester-based academic calendar.  Its in-state tuition and fees are $3,505; out-of-state tuition and fees are $10,131.
Auburn University	Auburn University is a public institution that was founded in 1856. It has a total undergraduate enrollment of 24,594, its setting is suburban, and the campus size is 1,875 acres. It utilizes a semester-based academic calendar. Auburn University's ranking in the 2021 edition of Best Colleges is National Universities, #97. Its in-state tuition and fees are $11,796; out-of-state tuition and fees are $31,956.
Auburn University at Montgomery	Auburn University at Montgomery is a public institution that was founded in 1967. It has a total undergraduate enrollment of 4,523, its setting is urban, and the campus size is 500 acres. It utilizes a semester-based academic calendar. Auburn University at Montgomery's ranking in the 2021 edition of Best Colleges is Regional Universities South, #73. Its in-state tuition and fees are $8,860; out-of-state tuition and fees are $18,820.
Appalachian Bible College	Appalachian Bible College is a private institution.    Its tuition and fees are $15,536.
Appalachian State University	Appalachian State University is a public institution that was founded in 1899. It has a total undergraduate enrollment of 17,518, its setting is rural, and the campus size is 500 acres. It utilizes a semester-based academic calendar. Appalachian State University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #6. Its in-state tuition and fees are $7,410; out-of-state tuition and fees are $22,217.
Aquinas College	Aquinas College is a private institution that was founded in 1886. It has a total undergraduate enrollment of 1,456, its setting is city, and the campus size is 117 acres. It utilizes a semester-based academic calendar. Aquinas College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $35,086.
Arcadia University	Arcadia University is a private institution that was founded in 1853. It has a total undergraduate enrollment of 2,149, its setting is suburban, and the campus size is 76 acres. It utilizes a semester-based academic calendar. Arcadia University's ranking in the 2021 edition of Best Colleges is Regional Universities North, #45. Its tuition and fees are $44,440.
Arizona Christian University	Arizona Christian University is a private institution that was founded in 1960. It has a total undergraduate enrollment of 870, its setting is urban, and the campus size is 68 acres. It utilizes a semester-based academic calendar. Arizona Christian University's ranking in the 2021 edition of Best Colleges is Regional Colleges West, #14. Its tuition and fees are $29,250.
Arizona State University--Tempe	Arizona State University—Tempe is a public institution that was founded in 1885. It has a total undergraduate enrollment of 44,461, its setting is urban, and the campus size is 664 acres. It utilizes a semester-based academic calendar. Arizona State University—Tempe's ranking in the 2021 edition of Best Colleges is National Universities, #103. Its in-state tuition and fees are $11,338; out-of-state tuition and fees are $29,428.
Arizona State University--West	Arizona State University—West is a public institution that was founded in 1984. It has a total undergraduate enrollment of 4,601, its setting is urban, and the campus size is 278 acres. It utilizes a semester-based academic calendar.  Its in-state tuition and fees are $11,338; out-of-state tuition and fees are $29,428.
Arkansas Baptist College	Arkansas Baptist College is a private institution that was founded in 1884. It has a total undergraduate enrollment of 531, its setting is urban, and the campus size is 20 acres. It utilizes a semester-based academic calendar. Arkansas Baptist College's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #70-#91. Its tuition and fees are $20,882.
Arkansas State University	Arkansas State University is a public institution that was founded in 1909. It has a total undergraduate enrollment of 8,928, its setting is city, and the campus size is 921 acres. It utilizes a semester-based academic calendar. Arkansas State University's ranking in the 2021 edition of Best Colleges is National Universities, #298-#389. Its in-state tuition and fees are $8,900; out-of-state tuition and fees are $16,070.
Arkansas Tech University	Arkansas Tech University is a public institution that was founded in 1909. It has a total undergraduate enrollment of 11,015, its setting is rural, and the campus size is 559 acres. It utilizes a semester-based academic calendar. Arkansas Tech University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #80. Its in-state tuition and fees are $9,585; out-of-state tuition and fees are $16,545.
Augsburg University	Augsburg University is a private institution that was founded in 1869. It has a total undergraduate enrollment of 2,512, its setting is urban, and the campus size is 24 acres. It utilizes a semester-based academic calendar. Augsburg University's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #21. Its tuition and fees are $41,086.
Augustana College	Augustana College is a private institution that was founded in 1860. It has a total undergraduate enrollment of 2,546, its setting is suburban, and the campus size is 115 acres. It utilizes a semester-based academic calendar. Augustana College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #96. Its tuition and fees are $45,136.
Augustana University	Augustana University is a private institution that was founded in 1860. It has a total undergraduate enrollment of 1,818, its setting is city, and the campus size is 100 acres. It utilizes a 4-1-4-based academic calendar. Augustana University's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #13. Its tuition and fees are $35,884.
Augusta University	Augusta University is a public institution that was founded in 1828. It has a total undergraduate enrollment of 5,604, its setting is urban, and the campus size is 670 acres. It utilizes a semester-based academic calendar. Augusta University's ranking in the 2021 edition of Best Colleges is National Universities, #298-#389. Its in-state tuition and fees are $8,832; out-of-state tuition and fees are $24,210.
Aultman College of Nursing and Health Sciences	Aultman College of Nursing and Health Sciences is a private institution.    
Aurora University	Aurora University is a private institution.   Aurora University's ranking in the 2021 edition of Best Colleges is National Universities, #298-#389. Its tuition and fees are $25,060.
Austin College	Austin College is a private institution that was founded in 1849. It has a total undergraduate enrollment of 1,294, its setting is city, and the campus size is 70 acres. It utilizes a 4-1-4-based academic calendar. Austin College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #102. Its tuition and fees are $42,590.
Austin Peay State University	Austin Peay State University is a public institution that was founded in 1927. It has a total undergraduate enrollment of 9,971, its setting is urban, and the campus size is 196 acres. It utilizes a semester-based academic calendar. Austin Peay State University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #53. Its in-state tuition and fees are $8,627; out-of-state tuition and fees are $14,171.
Ave Maria University	Ave Maria University is a private institution that was founded in 2003. It has a total undergraduate enrollment of 1,129, its setting is suburban, and the campus size is 113 acres. It utilizes a semester-based academic calendar. Ave Maria University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $23,188.
Averett University	Averett University is a private institution that was founded in 1859. It has a total undergraduate enrollment of 903, its setting is suburban, and the campus size is 185 acres. It utilizes a semester-based academic calendar. Averett University's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #18. Its tuition and fees are $35,600.
Alice Lloyd College	Alice Lloyd College is a private institution that was founded in 1923. It has a total undergraduate enrollment of 574, its setting is rural, and the campus size is 175 acres. It utilizes a semester-based academic calendar. Alice Lloyd College's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #26. Its tuition and fees are $14,230.
Allegheny College	Allegheny College is a private institution that was founded in 1815. It has a total undergraduate enrollment of 1,775, its setting is suburban, and the campus size is 566 acres. It utilizes a semester-based academic calendar. Allegheny College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #80. Its tuition and fees are $50,980.
Allen College	Allen College is a private institution that was founded in 1989.  It utilizes a semester-based academic calendar.  
Allen University	Allen University is a private institution that was founded in 1870.  It utilizes a semester-based academic calendar. Allen University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $13,340.
Alliant International University	Alliant International University is a proprietary institution that was founded in 1969. It has a Suburban setting, and the campus size is 60 acres. It utilizes a semester-based academic calendar. Alliant International University's ranking in the 2021 edition of Best Colleges is National Universities, #298-#389. Its tuition and fees are $18,510.
Alma College	Alma College is a private institution that was founded in 1886. It has a total undergraduate enrollment of 1,442, its setting is city, and the campus size is 125 acres. It utilizes a 4-4-1-based academic calendar. Alma College's ranking in the 2021 edition of Best Colleges is Regional Colleges Midwest, #10. Its tuition and fees are $41,622.
Alpena Community College	Alpena Community College is a public institution.    Its in-state tuition and fees are $4,650; out-of-state tuition and fees are $7,050.
Alvernia University	Alvernia University is a private institution that was founded in 1958. It has a total undergraduate enrollment of 2,123, its setting is suburban, and the campus size is 121 acres. It utilizes a semester-based academic calendar. Alvernia University's ranking in the 2021 edition of Best Colleges is Regional Universities North, #96. Its tuition and fees are $36,350.
Alverno College	Alverno College is a private institution that was founded in 1887. It has a total undergraduate enrollment of 1,104, its setting is urban, and the campus size is 47 acres. It utilizes a semester-based academic calendar. Alverno College's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #65. Its tuition and fees are $30,658.
American Academy of Art	American Academy of Art is a private institution.    Its tuition and fees are $35,270.
Baptist College of Florida	Baptist College of Florida is a private institution that was founded in 1943. It has a total undergraduate enrollment of 426, its setting is rural, and the campus size is 250 acres. It utilizes a semester-based academic calendar.  Its tuition and fees are $11,700.
Baptist Memorial College of Health Sciences	Baptist Memorial College of Health Sciences is a private institution that was founded in 1912.    
Baptist Missionary Association Theological Seminary	Baptist Missionary Association Theological Seminary is a private institution.    
Barclay College	Barclay College is a private institution.    
Bard College	Bard College is a private institution that was founded in 1860. It has a total undergraduate enrollment of 1,954, its setting is rural, and the campus size is 1,000 acres. It utilizes a semester-based academic calendar. Bard College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #54. Its tuition and fees are $56,036.
Bard College at Simon's Rock	Bard College at Simon's Rock is a private institution that was founded in 1966. It has a total undergraduate enrollment of 397, its setting is rural, and the campus size is 275 acres. It utilizes a semester-based academic calendar. Bard College at Simon's Rock's ranking in the 2021 edition of Best Colleges is Regional Colleges North, #15. Its tuition and fees are $60,098.
Barnard College	Barnard College is a private institution that was founded in 1889. It has a total undergraduate enrollment of 2,631, its setting is urban, and the campus size is 4 acres. It utilizes a semester-based academic calendar. Barnard College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #22. Its tuition and fees are $57,668.
Barry University	Barry University is a private institution that was founded in 1940. It has a total undergraduate enrollment of 3,747, its setting is urban, and the campus size is 124 acres. It utilizes a semester-based academic calendar. Barry University's ranking in the 2021 edition of Best Colleges is National Universities, #298-#389. Its tuition and fees are $30,014.
Barton College	Barton College is a private institution that was founded in 1902. It has a total undergraduate enrollment of 1,065, its setting is city, and the campus size is 76 acres. It utilizes a semester-based academic calendar. Barton College's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #10. Its tuition and fees are $32,590.
Bates College	Bates College is a private institution that was founded in 1855. It has a total undergraduate enrollment of 1,820, its setting is city, and the campus size is 133 acres. It utilizes a 4-4-1-based academic calendar. Bates College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #22. Its tuition and fees are $57,353.
Bayamon Central University	Bayamon Central University is a private institution.   Bayamon Central University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #103-#133. Its tuition and fees are $6,260.
Baylor University	Baylor University is a private institution that was founded in 1845. It has a total undergraduate enrollment of 14,108, its setting is city, and the campus size is 1,000 acres. It utilizes a semester-based academic calendar. Baylor University's ranking in the 2021 edition of Best Colleges is National Universities, #76. Its tuition and fees are $47,364.
Bay State College	Bay State College is a proprietary institution that was founded in 1946.  It utilizes a semester-based academic calendar. Bay State College's ranking in the 2021 edition of Best Colleges is Regional Colleges North, #41-#53. Its tuition and fees are $23,500.
Bay Path University	Bay Path University is a private institution that was founded in 1897. It has a total undergraduate enrollment of 1,817, its setting is suburban, and the campus size is 48 acres. It utilizes a semester-based academic calendar. Bay Path University's ranking in the 2021 edition of Best Colleges is Regional Universities North, #105. Its tuition and fees are $35,081.
Beacon College	Beacon College is a private institution.   Beacon College's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #31. Its tuition and fees are $40,880.
Becker College	Becker College is a private institution that was founded in 1784.  It utilizes a semester-based academic calendar. Becker College's ranking in the 2021 edition of Best Colleges is Regional Colleges North, #41-#53. Its tuition and fees are $40,150.
Belhaven University	Belhaven University is a private institution that was founded in 1883. It has a total undergraduate enrollment of 2,240, its setting is city, and the campus size is 42 acres. It utilizes a semester-based academic calendar. Belhaven University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #53. Its tuition and fees are $27,025.
Bellarmine University	Bellarmine University is a private institution that was founded in 1950. It has a total undergraduate enrollment of 2,553, its setting is urban, and the campus size is 145 acres. It utilizes a semester-based academic calendar. Bellarmine University's ranking in the 2021 edition of Best Colleges is National Universities, #206. Its tuition and fees are $44,620.
Bellevue College	Bellevue College is a public institution.    Its in-state tuition and fees are $3,866; out-of-state tuition and fees are $9,246.
Bellevue University	Bellevue University is a private institution.   Bellevue University's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #119-#156. Its tuition and fees are $7,851.
Bellingham Technical College	Bellingham Technical College is a public institution.    Its in-state tuition and fees are $3,834; out-of-state tuition and fees are $4,807.
Bellin College	Bellin College is a private institution.    
Belmont Abbey College	Belmont Abbey College is a private institution that was founded in 1876. It has a total undergraduate enrollment of 1,507, its setting is suburban, and the campus size is 150 acres. It utilizes a semester-based academic calendar. Belmont Abbey College's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #18. Its tuition and fees are $18,500.
Belmont University	Belmont University is a private institution that was founded in 1890. It has a total undergraduate enrollment of 6,808, its setting is urban, and the campus size is 93 acres. It utilizes a semester-based academic calendar. Belmont University's ranking in the 2021 edition of Best Colleges is National Universities, #160. Its tuition and fees are $37,030.
Beloit College	Beloit College is a private institution that was founded in 1846. It has a total undergraduate enrollment of 1,143, its setting is city, and the campus size is 47 acres. It utilizes a semester-based academic calendar. Beloit College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #80. Its tuition and fees are $53,348.
Bemidji State University	Bemidji State University is a public institution that was founded in 1919. It has a total undergraduate enrollment of 4,514, its setting is rural, and the campus size is 89 acres. It utilizes a semester-based academic calendar. Bemidji State University's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #86. Its in-state tuition and fees are $8,940; out-of-state tuition and fees are $8,940.
Benedict College	Benedict College is a private institution that was founded in 1870. It has a City setting, and the campus size is 90 acres. It utilizes a semester-based academic calendar. Benedict College's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #70-#91. Its tuition and fees are $16,600.
Benedictine College	Benedictine College is a private institution that was founded in 1858. It has a total undergraduate enrollment of 2,085, its setting is rural, and the campus size is 120 acres. It utilizes a semester-based academic calendar. Benedictine College's ranking in the 2021 edition of Best Colleges is Regional Colleges Midwest, #14. Its tuition and fees are $31,630.
Benjamin Franklin Institute of Technology	Benjamin Franklin Institute of Technology is a private institution.    
Benedictine University	Benedictine University is a private institution that was founded in 1887. It has a total undergraduate enrollment of 2,493, its setting is suburban, and the campus size is 108 acres. It utilizes a semester-based academic calendar. Benedictine University's ranking in the 2021 edition of Best Colleges is National Universities, #298-#389. Its tuition and fees are $34,290.
American College of Thessaloniki	American College of Thessaloniki is a private institution that was founded in 1886.  It utilizes a trimester-based academic calendar.  
American International College	American International College is a private institution that was founded in 1885. It has a total undergraduate enrollment of 1,341, its setting is urban, and the campus size is 58 acres. It utilizes a semester-based academic calendar. American International College's ranking in the 2021 edition of Best Colleges is Regional Universities North, #136-#176. Its tuition and fees are $36,930.
American Jewish University	American Jewish University is a private institution that was founded in 1947. It has a Urban setting, and the campus size is 28 acres. It utilizes a semester-based academic calendar.  Its tuition and fees are $32,404.
American Samoa Community College	American Samoa Community College is a public institution that was founded in 1970. It has a total undergraduate enrollment of 1,035, its setting is rural, and the campus size is 40 acres. It utilizes a semester-based academic calendar.  Its in-state tuition and fees are $3,950; out-of-state tuition and fees are $4,250.
American University	American University is a private institution that was founded in 1893. It has a total undergraduate enrollment of 8,527, its setting is suburban, and the campus size is 84 acres. It utilizes a semester-based academic calendar. American University's ranking in the 2021 edition of Best Colleges is National Universities, #76. Its tuition and fees are $51,335.
American University in Bulgaria	American University in Bulgaria is a private institution that was founded in 1991.  It utilizes a semester-based academic calendar.  Its tuition and fees are $12,910.
American University in Cairo	American University in Cairo is a private institution that was founded in 1919. It has a total undergraduate enrollment of 5,702, its setting is suburban, and the campus size is 260 acres. It utilizes a semester-based academic calendar.  
American University of Beirut	American University of Beirut is a private institution that was founded in 1866. It has a total undergraduate enrollment of 7,357, its setting is urban, and the campus size is 61 acres. It utilizes a semester-based academic calendar.  Its tuition and fees are $24,167.
American University of Health Sciences	American University of Health Sciences is a for-profit institution.    
American University of Paris	American University of Paris is a private institution that was founded in 1962. It has a total undergraduate enrollment of 1,000, and the setting is Urban. It utilizes a semester-based academic calendar.  Its tuition and fees are $37,308.
Bennett College	Bennett College is a private institution that was founded in 1873. It has a Urban setting, and the campus size is 60 acres. It utilizes a semester-based academic calendar. Bennett College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $18,513.
Bennington College	Bennington College is a private institution that was founded in 1932. It has a total undergraduate enrollment of 733, its setting is rural, and the campus size is 440 acres. It utilizes a semester-based academic calendar. Bennington College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #76. Its tuition and fees are $58,124.
Bentley University	Bentley University is a private institution that was founded in 1917. It has a total undergraduate enrollment of 4,228, its setting is suburban, and the campus size is 163 acres. It utilizes a trimester-based academic calendar. Bentley University's ranking in the 2021 edition of Best Colleges is Regional Universities North, #1. Its tuition and fees are $53,790.
Berea College	Berea College is a private institution that was founded in 1855. It has a total undergraduate enrollment of 1,688, its setting is rural, and the campus size is 140 acres. It utilizes a semester-based academic calendar. Berea College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #33. Its tuition and fees are $692.
