Cedar Crest College	Cedar Crest College is a private institution that was founded in 1867. It has a total undergraduate enrollment of 1,216, its setting is suburban, and the campus size is 85 acres. It utilizes a semester-based academic calendar. Cedar Crest College's ranking in the 2021 edition of Best Colleges is Regional Universities North, #96. Its tuition and fees are $41,567.
Calvin University	Calvin University is a private institution that was founded in 1876. It has a total undergraduate enrollment of 3,467, its setting is suburban, and the campus size is 390 acres. It utilizes a 4-1-4-based academic calendar. Calvin University's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #3. Its tuition and fees are $37,806.
The Catholic University of America	The Catholic University of America is a private institution that was founded in 1887. It has a total undergraduate enrollment of 3,279, its setting is urban, and the campus size is 176 acres. It utilizes a semester-based academic calendar. The Catholic University of America's ranking in the 2021 edition of Best Colleges is National Universities, #143. Its tuition and fees are $49,416.
California University of Pennsylvania	California University of Pennsylvania is a public institution that was founded in 1852. It has a total undergraduate enrollment of 4,856, its setting is rural, and the campus size is 294 acres. It utilizes a semester-based academic calendar. California University of Pennsylvania's ranking in the 2021 edition of Best Colleges is Regional Universities North, #136-#176. Its in-state tuition and fees are $11,108; out-of-state tuition and fees are $14,966.
Catawba College	Catawba College is a private institution that was founded in 1851. It has a total undergraduate enrollment of 1,331, its setting is suburban, and the campus size is 276 acres. It utilizes a semester-based academic calendar. Catawba College's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #7. Its tuition and fees are $31,486.
Capital University	Capital University is a private institution that was founded in 1830. It has a total undergraduate enrollment of 2,504, its setting is urban, and the campus size is 48 acres. It utilizes a semester-based academic calendar. Capital University's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #30. Its tuition and fees are $38,298.
Cameron University	Cameron University is a public institution that was founded in 1908. It has a total undergraduate enrollment of 3,816, its setting is city, and the campus size is 160 acres. It utilizes a semester-based academic calendar. Cameron University's ranking in the 2021 edition of Best Colleges is Regional Universities West, #95-#124. Its in-state tuition and fees are $6,450; out-of-state tuition and fees are $15,870.
Campbellsville University	Campbellsville University is a private institution that was founded in 1906. It has a total undergraduate enrollment of 6,083, its setting is rural, and the campus size is 95 acres. It utilizes a semester-based academic calendar. Campbellsville University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #94. Its tuition and fees are $25,400.
Cedarville University	Cedarville University is a private institution that was founded in 1887. It has a total undergraduate enrollment of 3,879, its setting is rural, and the campus size is 441 acres. It utilizes a semester-based academic calendar. Cedarville University's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #21. Its tuition and fees are $32,564.
Cazenovia College	Cazenovia College is a private institution that was founded in 1824. It has a total undergraduate enrollment of 856, its setting is rural, and the campus size is 243 acres. It utilizes a semester-based academic calendar. Cazenovia College's ranking in the 2021 edition of Best Colleges is Regional Colleges North, #12. Its tuition and fees are $36,668.
Canisius College	Canisius College is a private institution that was founded in 1870. It has a total undergraduate enrollment of 2,213, its setting is urban, and the campus size is 72 acres. It utilizes a semester-based academic calendar. Canisius College's ranking in the 2021 edition of Best Colleges is Regional Universities North, #19. Its tuition and fees are $30,230.
Cambridge College	Cambridge College is a private institution that was founded in 1971.   Cambridge College's ranking in the 2021 edition of Best Colleges is Regional Universities North, #136-#176. Its tuition and fees are $16,164.
Campbell University	Campbell University is a private institution that was founded in 1887. It has a total undergraduate enrollment of 3,980, its setting is rural, and the campus size is 850 acres. It utilizes a semester-based academic calendar. Campbell University's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its tuition and fees are $35,990.
CEM College--San Juan	CEM College—San Juan is a for-profit institution.    
Centenary College	Centenary College is a private institution that was founded in 1825. It has a total undergraduate enrollment of 549, its setting is city, and the campus size is 65 acres. It utilizes a semester-based academic calendar. Centenary College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #155. Its tuition and fees are $38,060.
Centenary University	Centenary University is a private institution that was founded in 1867. It has a total undergraduate enrollment of 1,193, its setting is suburban, and the campus size is 42 acres. It utilizes a semester-based academic calendar. Centenary University's ranking in the 2021 edition of Best Colleges is Regional Universities North, #96. Its tuition and fees are $34,498.
Central Baptist College	Central Baptist College is a private institution that was founded in 1952. It has a total undergraduate enrollment of 603, its setting is city, and the campus size is 15 acres. It utilizes a semester-based academic calendar. Central Baptist College's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #63. Its tuition and fees are $17,100.
Central Christian College	Central Christian College is a private institution that was founded in 2004. It has a total undergraduate enrollment of 677, its setting is suburban, and the campus size is 39 acres. It utilizes a differs by program-based academic calendar. Central Christian College's ranking in the 2021 edition of Best Colleges is Regional Colleges Midwest, #58-#76. Its tuition and fees are $28,725.
Central College	Central College is a private institution that was founded in 1853. It has a total undergraduate enrollment of 1,163, its setting is rural, and the campus size is 200 acres. It utilizes a semester-based academic calendar. Central College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #140. Its tuition and fees are $18,600.
Central Connecticut State University	Central Connecticut State University is a public institution that was founded in 1849. It has a total undergraduate enrollment of 9,045, its setting is suburban, and the campus size is 314 acres. It utilizes a semester-based academic calendar. Central Connecticut State University's ranking in the 2021 edition of Best Colleges is Regional Universities North, #105. Its in-state tuition and fees are $11,502; out-of-state tuition and fees are $23,776.
Centralia College	Centralia College is a public institution.    Its in-state tuition and fees are $4,542; out-of-state tuition and fees are $4,991.
Central Methodist University -- College of Liberal Arts and Sciences	Central Methodist University — College of Liberal Arts and Sciences is a private institution that was founded in 1854. It has a total undergraduate enrollment of 1,145, its setting is rural, and the campus size is 94 acres. It utilizes a semester-based academic calendar. Central Methodist University — College of Liberal Arts and Sciences's ranking in the 2021 edition of Best Colleges is Regional Colleges Midwest, #31. Its tuition and fees are $25,770.
Central Michigan University	Central Michigan University is a public institution that was founded in 1892. It has a total undergraduate enrollment of 14,672, its setting is rural, and the campus size is 480 acres. It utilizes a semester-based academic calendar. Central Michigan University's ranking in the 2021 edition of Best Colleges is National Universities, #249. Its in-state tuition and fees are $13,260; out-of-state tuition and fees are $13,260.
Central Penn College	Central Penn College is a proprietary institution that was founded in 1881. It has a Suburban setting, and the campus size is 58 acres. It utilizes a quarter-based academic calendar. Central Penn College's ranking in the 2021 edition of Best Colleges is Regional Colleges North, #41-#53. Its tuition and fees are $18,714.
Central State University	Central State University is a public institution that was founded in 1887. It has a total undergraduate enrollment of 2,033, its setting is rural, and the campus size is 638 acres. It utilizes a semester-based academic calendar. Central State University's ranking in the 2021 edition of Best Colleges is Regional Colleges Midwest, #58-#76. Its in-state tuition and fees are $6,726; out-of-state tuition and fees are $8,726.
Central Washington University	Central Washington University is a public institution that was founded in 1891. It has a total undergraduate enrollment of 10,961, its setting is rural, and the campus size is 380 acres. It utilizes a quarter-based academic calendar. Central Washington University's ranking in the 2021 edition of Best Colleges is Regional Universities West, #47. Its in-state tuition and fees are $7,701; out-of-state tuition and fees are $23,727.
Chamberlain University	Chamberlain University is a proprietary institution that was founded in 1889.  It utilizes a semester-based academic calendar.  
Chadron State College	Chadron State College is a public institution that was founded in 1911.   Chadron State College's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #119-#156. Its in-state tuition and fees are $7,556; out-of-state tuition and fees are $7,586.
Champlain College	Champlain College is a private institution that was founded in 1878. It has a total undergraduate enrollment of 2,078, its setting is suburban, and the campus size is 27 acres. It utilizes a semester-based academic calendar. Champlain College's ranking in the 2021 edition of Best Colleges is Regional Universities North, #75. Its tuition and fees are $42,784.
Charles R. Drew University of Medicine and Science	Charles R. Drew University of Medicine and Science is a private institution that was founded in 1966. It has a total undergraduate enrollment of 199, its setting is urban, and the campus size is 11 acres. It utilizes a differs by program-based academic calendar.  Its tuition and fees are $18,130.
Charleston Southern University	Charleston Southern University is a private institution that was founded in 1964. It has a total undergraduate enrollment of 2,884, its setting is suburban, and the campus size is 300 acres. It utilizes a semester-based academic calendar. Charleston Southern University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #62. Its tuition and fees are $27,800.
Centre College	Centre College is a private institution that was founded in 1819. It has a total undergraduate enrollment of 1,411, its setting is city, and the campus size is 106 acres. It utilizes a 4-1-4-based academic calendar. Centre College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #52. Its tuition and fees are $44,300.
Chapman University	Chapman University is a private institution that was founded in 1861. It has a total undergraduate enrollment of 7,505, its setting is suburban, and the campus size is 90 acres. It utilizes a 4-1-4-based academic calendar. Chapman University's ranking in the 2021 edition of Best Colleges is National Universities, #124. Its tuition and fees are $54,924.
Chestnut Hill College	Chestnut Hill College is a private institution that was founded in 1924. It has a total undergraduate enrollment of 1,197, its setting is suburban, and the campus size is 75 acres. It utilizes a semester-based academic calendar. Chestnut Hill College's ranking in the 2021 edition of Best Colleges is Regional Universities North, #113. Its tuition and fees are $38,270.
Chicago School of Professional Psychology at Los Angeles	Chicago School of Professional Psychology at Los Angeles is a private institution.    
Chaminade University of Honolulu	Chaminade University of Honolulu is a private institution that was founded in 1955. It has a total undergraduate enrollment of 1,099, its setting is city, and the campus size is 65 acres. It utilizes a semester-based academic calendar. Chaminade University of Honolulu's ranking in the 2021 edition of Best Colleges is Regional Universities West, #29. Its tuition and fees are $26,914.
Chatham University	Chatham University is a private institution that was founded in 1869. It has a total undergraduate enrollment of 1,408, its setting is urban, and the campus size is 427 acres. It utilizes a semester-based academic calendar. Chatham University's ranking in the 2021 edition of Best Colleges is National Universities, #187. Its tuition and fees are $39,902.
Chipola College	Chipola College is a public institution.    Its in-state tuition and fees are $3,120; out-of-state tuition and fees are $8,950.
Cheyney University of Pennsylvania	Cheyney University of Pennsylvania is a public institution that was founded in 1837.  It utilizes a semester-based academic calendar. Cheyney University of Pennsylvania's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its in-state tuition and fees are $10,904; out-of-state tuition and fees are $16,170.
Chicago State University	Chicago State University is a public institution that was founded in 1867. It has a Urban setting, and the campus size is 161 acres. It utilizes a semester-based academic calendar. Chicago State University's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #119-#156. Its in-state tuition and fees are $11,366; out-of-state tuition and fees are $18,734.
Christian Brothers University	Christian Brothers University is a private institution that was founded in 1871. It has a total undergraduate enrollment of 1,642, its setting is urban, and the campus size is 75 acres. It utilizes a semester-based academic calendar. Christian Brothers University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #22. Its tuition and fees are $34,820.
Chowan University	Chowan University is a private institution that was founded in 1848. It has a total undergraduate enrollment of 1,259, its setting is rural, and the campus size is 300 acres. It utilizes a semester-based academic calendar. Chowan University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $25,880.
Christ College of Nursing and Health Sciences	Christ College of Nursing and Health Sciences is a private institution.    
Christopher Newport University	Christopher Newport University is a public institution that was founded in 1960. It has a total undergraduate enrollment of 4,837, its setting is urban, and the campus size is 260 acres. It utilizes a semester-based academic calendar. Christopher Newport University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #7. Its in-state tuition and fees are $14,924; out-of-state tuition and fees are $27,390.
Cincinnati Christian University	Cincinnati Christian University is a private institution.    
Claremont McKenna College	Claremont McKenna College is a private institution that was founded in 1946. It has a total undergraduate enrollment of 1,343, its setting is suburban, and the campus size is 69 acres. It utilizes a semester-based academic calendar. Claremont McKenna College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #6. Its tuition and fees are $56,475.
Clarke University	Clarke University is a private institution that was founded in 1843. It has a total undergraduate enrollment of 662, its setting is urban, and the campus size is 55 acres. It utilizes a semester-based academic calendar. Clarke University's ranking in the 2021 edition of Best Colleges is National Universities, #227. Its tuition and fees are $35,750.
Clark Atlanta University	Clark Atlanta University is a private institution that was founded in 1988. It has a total undergraduate enrollment of 3,318, its setting is urban, and the campus size is 126 acres. It utilizes a semester-based academic calendar. Clark Atlanta University's ranking in the 2021 edition of Best Colleges is National Universities, #298-#389. Its tuition and fees are $24,157.
The Citadel, The Military College of South Carolina	The Citadel, The Military College of South Carolina is a public institution that was founded in 1842. It has a total undergraduate enrollment of 2,923, its setting is urban, and the campus size is 300 acres. It utilizes a semester-based academic calendar. The Citadel, The Military College of South Carolina's ranking in the 2021 edition of Best Colleges is Regional Universities South, #2. Its in-state tuition and fees are $14,643; out-of-state tuition and fees are $38,528.
Clark College	Clark College is a public institution.    Its in-state tuition and fees are $3,879; out-of-state tuition and fees are $9,258.
Clarkson College	Clarkson College is a private institution that was founded in 1888.    
City University of Seattle	City University of Seattle is a private institution that was founded in 1973.   City University of Seattle's ranking in the 2021 edition of Best Colleges is Regional Universities West, #95-#124. Its tuition and fees are $13,120.
Clarion University of Pennsylvania	Clarion University of Pennsylvania is a public institution that was founded in 1867. It has a total undergraduate enrollment of 3,776, its setting is rural, and the campus size is 201 acres. It utilizes a semester-based academic calendar. Clarion University of Pennsylvania's ranking in the 2021 edition of Best Colleges is Regional Universities North, #113. Its in-state tuition and fees are $11,149; out-of-state tuition and fees are $15,007.
Clarkson University	Clarkson University is a private institution that was founded in 1896. It has a total undergraduate enrollment of 3,081, its setting is rural, and the campus size is 640 acres. It utilizes a semester-based academic calendar. Clarkson University's ranking in the 2021 edition of Best Colleges is National Universities, #124. Its tuition and fees are $52,724.
Clayton State University	Clayton State University is a public institution that was founded in 1969. It has a total undergraduate enrollment of 6,368, its setting is suburban, and the campus size is 192 acres. It utilizes a semester-based academic calendar. Clayton State University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #103-#133. Its in-state tuition and fees are $6,584; out-of-state tuition and fees are $19,986.
Clarks Summit University	Clarks Summit University is a private institution.    Its tuition and fees are $24,840.
Clear Creek Baptist Bible College	Clear Creek Baptist Bible College is a private institution.    
Cleary University	Cleary University is a private institution that was founded in 1883.  It utilizes a semester-based academic calendar.  Its tuition and fees are $20,550.
Claflin University	Claflin University is a private institution that was founded in 1869. It has a total undergraduate enrollment of 1,986, its setting is city, and the campus size is 46 acres. It utilizes a semester-based academic calendar. Claflin University's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #9. Its tuition and fees are $17,192.
Cleveland Institute of Art	Cleveland Institute of Art is a private institution that was founded in 1882. It has a total undergraduate enrollment of 645, its setting is urban, and the campus size is 1 acres. It utilizes a semester-based academic calendar.  Its tuition and fees are $44,385.
Clark University	Clark University is a private institution that was founded in 1887. It has a total undergraduate enrollment of 2,349, its setting is city, and the campus size is 50 acres. It utilizes a semester-based academic calendar. Clark University's ranking in the 2021 edition of Best Colleges is National Universities, #103. Its tuition and fees are $48,602.
Cleveland University--Kansas City	Cleveland University—Kansas City is a private institution.    
Clemson University	Clemson University is a public institution that was founded in 1889. It has a total undergraduate enrollment of 20,195, its setting is suburban, and the campus size is 17,000 acres. It utilizes a semester-based academic calendar. Clemson University's ranking in the 2021 edition of Best Colleges is National Universities, #74. Its in-state tuition and fees are $15,120; out-of-state tuition and fees are $38,112.
Cleveland State University	Cleveland State University is a public institution that was founded in 1964. It has a total undergraduate enrollment of 11,784, its setting is urban, and the campus size is 85 acres. It utilizes a semester-based academic calendar. Cleveland State University's ranking in the 2021 edition of Best Colleges is National Universities, #298-#389. Its in-state tuition and fees are $11,096; out-of-state tuition and fees are $16,004.
Cleveland Institute of Music	Cleveland Institute of Music is a private institution that was founded in 1920. It has a total undergraduate enrollment of 230, its setting is urban, and the campus size is 2 acres. It utilizes a semester-based academic calendar.  Its tuition and fees are $44,774.
Clover Park Technical College	Clover Park Technical College is a public institution.  It utilizes a quarter-based academic calendar.  Its in-state tuition and fees are $5,740; out-of-state tuition and fees are $5,740.
Coastal Carolina University	Coastal Carolina University is a public institution that was founded in 1954. It has a total undergraduate enrollment of 9,760, its setting is suburban, and the campus size is 621 acres. It utilizes a semester-based academic calendar. Coastal Carolina University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #45. Its in-state tuition and fees are $11,640; out-of-state tuition and fees are $27,394.
Coe College	Coe College is a private institution that was founded in 1851. It has a total undergraduate enrollment of 1,428, its setting is city, and the campus size is 65 acres. It utilizes a semester-based academic calendar. Coe College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #130. Its tuition and fees are $47,220.
Cogswell University of Silicon Valley	Cogswell University of Silicon Valley is a proprietary institution that was founded in 1887. It has a total undergraduate enrollment of 542, its setting is suburban, and the campus size is 3 acres. It utilizes a trimester-based academic calendar.  Its tuition and fees are $26,980.
Coker College	Coker College is a private institution that was founded in 1908. It has a Rural setting, and the campus size is 37 acres. It utilizes a differs by program-based academic calendar. Coker College's ranking in the 2021 edition of Best Colleges is Regional Universities South, #59. Its tuition and fees are $31,524.
Colby-Sawyer College	Colby-Sawyer College is a private institution that was founded in 1837. It has a total undergraduate enrollment of 846, its setting is rural, and the campus size is 200 acres. It utilizes a semester-based academic calendar. Colby-Sawyer College's ranking in the 2021 edition of Best Colleges is Regional Colleges North, #8. Its tuition and fees are $44,930.
Colegio Universitario de San Juan	Colegio Universitario de San Juan is a public institution.   Colegio Universitario de San Juan's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #70-#91. Its in-state tuition and fees are $2,370; out-of-state tuition and fees are $2,370.
Colby College	Colby College is a private institution that was founded in 1813. It has a total undergraduate enrollment of 2,003, its setting is rural, and the campus size is 714 acres. It utilizes a 4-1-4-based academic calendar. Colby College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #15. Its tuition and fees are $59,430.
Colgate University	Colgate University is a private institution that was founded in 1819. It has a total undergraduate enrollment of 2,980, its setting is rural, and the campus size is 553 acres. It utilizes a semester-based academic calendar. Colgate University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #20. Its tuition and fees are $60,015.
College for Creative Studies	College for Creative Studies is a private institution that was founded in 1906.    Its tuition and fees are $45,815.
College of Biblical Studies--Houston	College of Biblical Studies—Houston is a private institution.    
College of Central Florida	College of Central Florida is a public institution that was founded in 1957.  It utilizes a semester-based academic calendar.  Its in-state tuition and fees are $2,710; out-of-state tuition and fees are $10,517.
College of Charleston	College of Charleston is a public institution that was founded in 1770. It has a total undergraduate enrollment of 9,600, its setting is urban, and the campus size is 48 acres. It utilizes a semester-based academic calendar. College of Charleston's ranking in the 2021 edition of Best Colleges is Regional Universities South, #8. Its in-state tuition and fees are $12,978; out-of-state tuition and fees are $33,308.
College of Coastal Georgia	College of Coastal Georgia is a public institution that was founded in 1961. It has a total undergraduate enrollment of 3,535, its setting is city, and the campus size is 193 acres. It utilizes a semester-based academic calendar. College of Coastal Georgia's ranking in the 2021 edition of Best Colleges is Regional Colleges South, #70-#91. Its in-state tuition and fees are $4,774; out-of-state tuition and fees are $13,406.
Colorado Mesa University	Colorado Mesa University is a public institution that was founded in 1925. It has a total undergraduate enrollment of 9,239, its setting is city, and the campus size is 86 acres. It utilizes a semester-based academic calendar. Colorado Mesa University's ranking in the 2021 edition of Best Colleges is Regional Universities West, #95-#124. Its in-state tuition and fees are $9,306; out-of-state tuition and fees are $23,163.
College of Idaho	College of Idaho is a private institution that was founded in 1891. It has a total undergraduate enrollment of 1,077, its setting is suburban, and the campus size is 55 acres. It utilizes a 4-1-4-based academic calendar. College of Idaho's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #120. Its tuition and fees are $32,855.
Colorado College	Colorado College is a private institution that was founded in 1874. It has a total undergraduate enrollment of 2,099, its setting is city, and the campus size is 100 acres. It utilizes a block plan-based academic calendar. Colorado College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #25. Its tuition and fees are $60,864.
College of Menominee Nation	College of Menominee Nation is a private institution.    
College of Mount St. Vincent	College of Mount St. Vincent is a private institution that was founded in 1847. It has a total undergraduate enrollment of 1,850, its setting is urban, and the campus size is 70 acres. It utilizes a semester-based academic calendar. College of Mount St. Vincent's ranking in the 2021 edition of Best Colleges is Regional Universities North, #113. Its tuition and fees are $40,980.
Colorado Christian University	Colorado Christian University is a private institution that was founded in 1914. It has a total undergraduate enrollment of 6,539, and the setting is Suburban. It utilizes a semester-based academic calendar. Colorado Christian University's ranking in the 2021 edition of Best Colleges is Regional Universities West, #68. Its tuition and fees are $34,750.
College of Wooster	College of Wooster is a private institution that was founded in 1866. It has a total undergraduate enrollment of 1,947, its setting is city, and the campus size is 240 acres. It utilizes a semester-based academic calendar. College of Wooster's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #69. Its tuition and fees are $54,000.
Colorado Mountain College	Colorado Mountain College is a public institution that was founded in 1967.  It utilizes a semester-based academic calendar.  Its in-state tuition and fees are $4,620; out-of-state tuition and fees are $11,172.
Colorado School of Mines	Colorado School of Mines is a public institution that was founded in 1874. It has a total undergraduate enrollment of 5,154, its setting is suburban, and the campus size is 500 acres. It utilizes a semester-based academic calendar. Colorado School of Mines's ranking in the 2021 edition of Best Colleges is National Universities, #88. Its in-state tuition and fees are $19,100; out-of-state tuition and fees are $39,800.
Colorado State University	Colorado State University is a public institution that was founded in 1870. It has a total undergraduate enrollment of 26,559, its setting is city, and the campus size is 4,773 acres. It utilizes a semester-based academic calendar. Colorado State University's ranking in the 2021 edition of Best Colleges is National Universities, #153. Its in-state tuition and fees are $12,260; out-of-state tuition and fees are $31,540.
Colorado Technical University	Colorado Technical University is a for-profit institution.   Colorado Technical University's ranking in the 2021 edition of Best Colleges is National Universities, #298-#389. Its tuition and fees are $12,529.
College of Saint Mary	College of Saint Mary is a private institution that was founded in 1923. It has a total undergraduate enrollment of 808, its setting is urban, and the campus size is 40 acres. It utilizes a semester-based academic calendar. College of Saint Mary's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #74. Its tuition and fees are $21,370.
Colorado State University--Pueblo	Colorado State University—Pueblo is a public institution that was founded in 1933. It has a total undergraduate enrollment of 4,310, its setting is city, and the campus size is 279 acres. It utilizes a semester-based academic calendar. Colorado State University—Pueblo's ranking in the 2021 edition of Best Colleges is Regional Universities West, #93. Its in-state tuition and fees are $10,445; out-of-state tuition and fees are $18,643.
College of New Jersey	College of New Jersey is a public institution that was founded in 1855. It has a total undergraduate enrollment of 7,189, its setting is suburban, and the campus size is 289 acres. It utilizes a semester-based academic calendar. College of New Jersey's ranking in the 2021 edition of Best Colleges is Regional Universities North, #5. Its in-state tuition and fees are $16,029; out-of-state tuition and fees are $28,007.
College of Saint Rose	College of Saint Rose is a private institution that was founded in 1920. It has a total undergraduate enrollment of 2,433, its setting is city, and the campus size is 49 acres. It utilizes a semester-based academic calendar. College of Saint Rose's ranking in the 2021 edition of Best Colleges is Regional Universities North, #96. Its tuition and fees are $34,354.
Columbia Basin College	Columbia Basin College is a public institution.    Its in-state tuition and fees are $5,613; out-of-state tuition and fees are $7,294.
College of Southern Nevada	College of Southern Nevada is a public institution that was founded in 1971.    Its in-state tuition and fees are $3,652; out-of-state tuition and fees are $10,842.
College of St. Benedict	College of St. Benedict is a private institution that was founded in 1913. It has a total undergraduate enrollment of 1,748, its setting is suburban, and the campus size is 300 acres. It utilizes a semester-based academic calendar. College of St. Benedict's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #96. Its tuition and fees are $48,444.
College of St. Scholastica	College of St. Scholastica is a private institution that was founded in 1912. It has a total undergraduate enrollment of 2,481, its setting is suburban, and the campus size is 186 acres. It utilizes a semester-based academic calendar. College of St. Scholastica's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its tuition and fees are $39,410.
College of the Atlantic	College of the Atlantic is a private institution that was founded in 1969. It has a total undergraduate enrollment of 355, its setting is rural, and the campus size is 37 acres. It utilizes a trimester-based academic calendar. College of the Atlantic's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #101. Its tuition and fees are $43,542.
College of the Holy Cross	College of the Holy Cross is a private institution that was founded in 1843. It has a total undergraduate enrollment of 3,174, its setting is suburban, and the campus size is 174 acres. It utilizes a semester-based academic calendar. College of the Holy Cross's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #36. Its tuition and fees are $56,520.
College of the Ozarks	College of the Ozarks is a private institution that was founded in 1906. It has a total undergraduate enrollment of 1,546, its setting is rural, and the campus size is 1,000 acres. It utilizes a semester-based academic calendar. College of the Ozarks's ranking in the 2021 edition of Best Colleges is Regional Colleges Midwest, #4. Its tuition and fees are $19,960.
The College of Westchester	The College of Westchester is a for-profit institution.  It utilizes a semester-based academic calendar. The College of Westchester's ranking in the 2021 edition of Best Colleges is Regional Colleges North, #41-#53. Its tuition and fees are $22,410.
Columbia Central University--Caguas	Columbia Central University—Caguas is a for-profit institution.    
Columbia College Chicago	Columbia College Chicago is a private institution that was founded in 1890. It has a total undergraduate enrollment of 6,708, and the setting is Urban. It utilizes a semester-based academic calendar. Columbia College Chicago's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #103. Its tuition and fees are $28,318.
Columbia College (MO)	Columbia College (MO) is a private institution that was founded in 1851.  It utilizes a semester-based academic calendar. Columbia College (MO)'s ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #119-#156. Its tuition and fees are $23,498.
Community College of Denver	Community College of Denver is a public institution.    Its in-state tuition and fees are $4,831; out-of-state tuition and fees are $15,911.
Columbia College Hollywood	Columbia College Hollywood is a private institution that was founded in 1953.  It utilizes a quarter-based academic calendar.  Its tuition and fees are $24,495.
Columbus College of Art and Design	Columbus College of Art and Design is a private institution that was founded in 1879. It has a campus size of 17 acres. It utilizes a semester-based academic calendar.  Its tuition and fees are $36,750.
Columbia International University	Columbia International University is a private institution that was founded in 1923. It has a total undergraduate enrollment of 621, its setting is suburban, and the campus size is 400 acres. It utilizes a semester-based academic calendar. Columbia International University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #42. Its tuition and fees are $24,650.
Columbia University	Columbia University is a private institution that was founded in 1754. It has a total undergraduate enrollment of 6,245, its setting is urban, and the campus size is 36 acres. It utilizes a semester-based academic calendar. Columbia University's ranking in the 2021 edition of Best Colleges is National Universities, #3. Its tuition and fees are $64,380.
Columbus State University	Columbus State University is a public institution that was founded in 1958. It has a total undergraduate enrollment of 6,501, its setting is city, and the campus size is 132 acres. It utilizes a semester-based academic calendar. Columbus State University's ranking in the 2021 edition of Best Colleges is Regional Universities South, #73. Its in-state tuition and fees are $7,334; out-of-state tuition and fees are $21,152.
Conception Seminary College	Conception Seminary College is a private institution.    
Concordia University (CA)	Concordia University (CA) is a private institution that was founded in 1972. It has a total undergraduate enrollment of 1,738, its setting is suburban, and the campus size is 70 acres. It utilizes a semester-based academic calendar. Concordia University (CA)'s ranking in the 2021 edition of Best Colleges is Regional Universities West, #49. Its tuition and fees are $38,000.
Columbia College (SC)	Columbia College (SC) is a private institution that was founded in 1854. It has a total undergraduate enrollment of 1,102, its setting is urban, and the campus size is 53 acres. It utilizes a semester-based academic calendar. Columbia College (SC)'s ranking in the 2021 edition of Best Colleges is Regional Universities South, #47. Its tuition and fees are $19,890.
Concordia College--New York	Concordia College—New York is a private institution that was founded in 1881. It has a Suburban setting, and the campus size is 33 acres. It utilizes a semester-based academic calendar. Concordia College—New York's ranking in the 2021 edition of Best Colleges is Regional Universities North, #136-#176. Its tuition and fees are $34,600.
Concordia College--Moorhead	Concordia College—Moorhead is a private institution that was founded in 1891. It has a total undergraduate enrollment of 2,010, its setting is suburban, and the campus size is 113 acres. It utilizes a semester-based academic calendar. Concordia College—Moorhead's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #130. Its tuition and fees are $43,266.
Concordia University Chicago	Concordia University Chicago is a private institution that was founded in 1864. It has a total undergraduate enrollment of 1,515, its setting is suburban, and the campus size is 40 acres. It utilizes a semester-based academic calendar. Concordia University Chicago's ranking in the 2021 edition of Best Colleges is Regional Universities Midwest, #74. Its tuition and fees are $33,636.
