row_index,school_name,n_category,n_grade
3228,Creighton University,Academics,A-
3229,Creighton University,Value,A+
3230,Creighton University,Diversity,A-
3231,Creighton University,Campus,C+
3232,Creighton University,Athletics,A-
3233,Creighton University,Party Scene,B+
3234,Creighton University,Professors,A-
3235,Creighton University,Location,B+
3236,Creighton University,Dorms,B-
3237,Creighton University,Campus Food,C-
3238,Creighton University,Student Life,B+
3239,Creighton University,Safety,B-
3240,Cumberland University,Academics,B-
3241,Cumberland University,Value,B
3242,Cumberland University,Diversity,A-
3243,Cumberland University,Campus,C-
3244,Cumberland University,Athletics,B
3245,Cumberland University,Party Scene,C
3246,Cumberland University,Professors,C-
3247,Cumberland University,Location,C-
3248,Cumberland University,Dorms,D
3249,Cumberland University,Campus Food,C+
3250,Cumberland University,Student Life,C
3251,Cumberland University,Safety,B-
3252,Culver-Stockton College,Academics,B-
3253,Culver-Stockton College,Value,B
3254,Culver-Stockton College,Diversity,A-
3255,Culver-Stockton College,Campus,C
3256,Culver-Stockton College,Athletics,B
3257,Culver-Stockton College,Party Scene,B
3258,Culver-Stockton College,Professors,B-
3259,Culver-Stockton College,Location,C-
3260,Culver-Stockton College,Dorms,B
3261,Culver-Stockton College,Campus Food,C+
3262,Culver-Stockton College,Student Life,B-
3263,Culver-Stockton College,Safety,C+
3264,Curry College,Academics,C
3265,Curry College,Value,B
3266,Curry College,Diversity,A-
3267,Curry College,Campus,C-
3268,Curry College,Athletics,C+
3269,Curry College,Party Scene,C+
3270,Curry College,Professors,C
3271,Curry College,Location,C
3272,Curry College,Dorms,C
3273,Curry College,Campus Food,C
3274,Curry College,Student Life,C-
3275,Curry College,Safety,B-
3276,Daemen College,Academics,B-
3277,Daemen College,Value,A-
3278,Daemen College,Diversity,B+
3279,Daemen College,Campus,C-
3280,Daemen College,Athletics,B-
3281,Daemen College,Party Scene,C+
3282,Daemen College,Professors,C+
3283,Daemen College,Location,B
3284,Daemen College,Dorms,NG
3285,Daemen College,Campus Food,C
3286,Daemen College,Student Life,C+
3287,Daemen College,Safety,A
3288,Dakota Wesleyan University,Academics,B
3289,Dakota Wesleyan University,Value,B
3290,Dakota Wesleyan University,Diversity,B
3291,Dakota Wesleyan University,Campus,B+
3292,Dakota Wesleyan University,Athletics,B
3293,Dakota Wesleyan University,Party Scene,B
3294,Dakota Wesleyan University,Professors,B-
3295,Dakota Wesleyan University,Location,B+
3296,Dakota Wesleyan University,Dorms,B
3297,Dakota Wesleyan University,Campus Food,NG
3298,Dakota Wesleyan University,Student Life,B
3299,Dakota Wesleyan University,Safety,B+
3300,Dallas Baptist University,Academics,B+
3301,Dallas Baptist University,Value,B+
3302,Dallas Baptist University,Diversity,B+
3303,Dallas Baptist University,Campus,A
3304,Dallas Baptist University,Athletics,B+
3305,Dallas Baptist University,Party Scene,C
3306,Dallas Baptist University,Professors,B
3307,Dallas Baptist University,Location,B+
3308,Dallas Baptist University,Dorms,A
3309,Dallas Baptist University,Campus Food,B-
3310,Dallas Baptist University,Student Life,B+
3311,Dallas Baptist University,Safety,A
3312,Dalton State College,Academics,C
3313,Dalton State College,Value,C+
3314,Dalton State College,Diversity,A-
3315,Dalton State College,Campus,B-
3316,Dalton State College,Athletics,C+
3317,Dalton State College,Party Scene,C
3318,Dalton State College,Professors,C+
3319,Dalton State College,Location,B-
3320,Dalton State College,Dorms,B-
3321,Dalton State College,Campus Food,B
3322,Dalton State College,Student Life,B-
3323,Dalton State College,Safety,A-
3324,Delaware Valley University,Academics,B-
3325,Delaware Valley University,Value,B
3326,Delaware Valley University,Diversity,B+
3327,Delaware Valley University,Campus,C-
3328,Delaware Valley University,Athletics,B-
3329,Delaware Valley University,Party Scene,C+
3330,Delaware Valley University,Professors,C+
3331,Delaware Valley University,Location,B
3332,Delaware Valley University,Dorms,C-
3333,Delaware Valley University,Campus Food,D-
3334,Delaware Valley University,Student Life,C
3335,Delaware Valley University,Safety,B-
3336,Denison University,Academics,A
3337,Denison University,Value,A
3338,Denison University,Diversity,A
3339,Denison University,Campus,B-
3340,Denison University,Athletics,B
3341,Denison University,Party Scene,B
3342,Denison University,Professors,A-
3343,Denison University,Location,C+
3344,Denison University,Dorms,C+
3345,Denison University,Campus Food,C-
3346,Denison University,Student Life,B
3347,Denison University,Safety,A
3348,DeSales University,Academics,B-
3349,DeSales University,Value,A-
3350,DeSales University,Diversity,A-
3351,DeSales University,Campus,B-
3352,DeSales University,Athletics,B-
3353,DeSales University,Party Scene,C+
3354,DeSales University,Professors,C+
3355,DeSales University,Location,C
3356,DeSales University,Dorms,B
3357,DeSales University,Campus Food,C+
3358,DeSales University,Student Life,B-
3359,DeSales University,Safety,A+
3360,DePauw University,Academics,A-
3361,DePauw University,Value,A
3362,DePauw University,Diversity,A
3363,DePauw University,Campus,B
3364,DePauw University,Athletics,C
3365,DePauw University,Party Scene,A
3366,DePauw University,Professors,A-
3367,DePauw University,Location,C-
3368,DePauw University,Dorms,B-
3369,DePauw University,Campus Food,B-
3370,DePauw University,Student Life,B+
3371,DePauw University,Safety,C-
3372,Dickinson College ,Academics,A
3373,Dickinson College ,Value,A
3374,Dickinson College ,Diversity,A-
3375,Dickinson College ,Campus,C
3376,Dickinson College ,Athletics,B-
3377,Dickinson College ,Party Scene,B-
3378,Dickinson College ,Professors,A
3379,Dickinson College ,Location,C
3380,Dickinson College ,Dorms,C+
3381,Dickinson College ,Campus Food,C
3382,Dickinson College ,Student Life,C+
3383,Dickinson College ,Safety,C+
3384,Dartmouth College,Academics,A+
3385,Dartmouth College,Value,A+
3386,Dartmouth College,Diversity,A
3387,Dartmouth College,Campus,B+
3388,Dartmouth College,Athletics,A-
3389,Dartmouth College,Party Scene,B+
3390,Dartmouth College,Professors,A+
3391,Dartmouth College,Location,C
3392,Dartmouth College,Dorms,B+
3393,Dartmouth College,Campus Food,A
3394,Dartmouth College,Student Life,A
3395,Dartmouth College,Safety,B
3396,Davenport University,Academics,C+
3397,Davenport University,Value,B-
3398,Davenport University,Diversity,B
3399,Davenport University,Campus,B+
3400,Davenport University,Athletics,B
3401,Davenport University,Party Scene,B-
3402,Davenport University,Professors,C+
3403,Davenport University,Location,B
3404,Davenport University,Dorms,A-
3405,Davenport University,Campus Food,B+
3406,Davenport University,Student Life,B-
3407,Davenport University,Safety,B+
3408,Davidson College,Academics,A+
3409,Davidson College,Value,A+
3410,Davidson College,Diversity,A
3411,Davidson College,Campus,B+
3412,Davidson College,Athletics,A-
3413,Davidson College,Party Scene,B
3414,Davidson College,Professors,A+
3415,Davidson College,Location,B
3416,Davidson College,Dorms,A
3417,Davidson College,Campus Food,B
3418,Davidson College,Student Life,A
3419,Davidson College,Safety,B-
3420,Davis & Elkins College,Academics,B
3421,Davis & Elkins College,Value,B-
3422,Davis & Elkins College,Diversity,A
3423,Davis & Elkins College,Campus,C+
3424,Davis & Elkins College,Athletics,B
3425,Davis & Elkins College,Party Scene,C+
3426,Davis & Elkins College,Professors,B
3427,Davis & Elkins College,Location,C+
3428,Davis & Elkins College,Dorms,C
3429,Davis & Elkins College,Campus Food,B
3430,Davis & Elkins College,Student Life,C+
3431,Davis & Elkins College,Safety,B
3432,Dean College,Academics,C
3433,Dean College,Value,C+
3434,Dean College,Diversity,A
3435,Dean College,Campus,C
3436,Dean College,Athletics,C
3437,Dean College,Party Scene,C
3438,Dean College,Professors,C-
3439,Dean College,Location,C
3440,Dean College,Dorms,C
3441,Dean College,Campus Food,B-
3442,Dean College,Student Life,C
3443,Dean College,Safety,B+
3444,Defiance College,Academics,B-
3445,Defiance College,Value,B-
3446,Defiance College,Diversity,A-
3447,Defiance College,Campus,C-
3448,Defiance College,Athletics,B-
3449,Defiance College,Party Scene,B-
3450,Defiance College,Professors,B-
3451,Defiance College,Location,B
3452,Defiance College,Dorms,C
3453,Defiance College,Campus Food,C-
3454,Defiance College,Student Life,C
3455,Defiance College,Safety,C+
3456,Delaware State University,Academics,B
3457,Delaware State University,Value,B-
3458,Delaware State University,Diversity,A
3459,Delaware State University,Campus,C-
3460,Delaware State University,Athletics,B+
3461,Delaware State University,Party Scene,B
3462,Delaware State University,Professors,B
3463,Delaware State University,Location,C
3464,Delaware State University,Dorms,C-
3465,Delaware State University,Campus Food,C-
3466,Delaware State University,Student Life,C
3467,Delaware State University,Safety,C-
3468,Donnelly College,Academics,C
3469,Donnelly College,Value,C
3470,Donnelly College,Diversity,B+
3471,Donnelly College,Campus,NG
3472,Donnelly College,Athletics,NG
3473,Donnelly College,Party Scene,NG
3474,Donnelly College,Professors,C
3475,Donnelly College,Location,C+
3476,Donnelly College,Dorms,NG
3477,Donnelly College,Campus Food,NG
3478,Donnelly College,Student Life,B-
3479,Donnelly College,Safety,A
3480,Drake University ,Academics,A-
3481,Drake University ,Value,A+
3482,Drake University ,Diversity,B+
3483,Drake University ,Campus,B
3484,Drake University ,Athletics,B+
3485,Drake University ,Party Scene,A-
3486,Drake University ,Professors,B+
3487,Drake University ,Location,B
3488,Drake University ,Dorms,A-
3489,Drake University ,Campus Food,C
3490,Drake University ,Student Life,A-
3491,Drake University ,Safety,C+
3492,Drew University ,Academics,B+
3493,Drew University ,Value,A-
3494,Drew University ,Diversity,A
3495,Drew University ,Campus,C+
3496,Drew University ,Athletics,C-
3497,Drew University ,Party Scene,C+
3498,Drew University ,Professors,A-
3499,Drew University ,Location,B
3500,Drew University ,Dorms,B-
3501,Drew University ,Campus Food,C
3502,Drew University ,Student Life,C+
3503,Drew University ,Safety,A-
3504,Drexel University,Academics,A-
3505,Drexel University,Value,A
3506,Drexel University,Diversity,A
3507,Drexel University,Campus,C
3508,Drexel University,Athletics,B+
3509,Drexel University,Party Scene,A-
3510,Drexel University,Professors,A
3511,Drexel University,Location,A
3512,Drexel University,Dorms,C-
3513,Drexel University,Campus Food,C+
3514,Drexel University,Student Life,B+
3515,Drexel University,Safety,B-
3516,Duke University ,Academics,A+
3517,Duke University ,Value,A+
3518,Duke University ,Diversity,A
3519,Duke University ,Campus,A
3520,Duke University ,Athletics,A+
3521,Duke University ,Party Scene,A-
3522,Duke University ,Professors,A+
3523,Duke University ,Location,B-
3524,Duke University ,Dorms,B+
3525,Duke University ,Campus Food,A
3526,Duke University ,Student Life,A+
3527,Duke University ,Safety,C+
3528,Dunwoody College of Technology,Academics,B
3529,Dunwoody College of Technology,Value,B
3530,Dunwoody College of Technology,Diversity,B
3531,Dunwoody College of Technology,Campus,B+
3532,Dunwoody College of Technology,Athletics,NG
3533,Dunwoody College of Technology,Party Scene,NG
3534,Dunwoody College of Technology,Professors,B-
3535,Dunwoody College of Technology,Location,A
3536,Dunwoody College of Technology,Dorms,NG
3537,Dunwoody College of Technology,Campus Food,NG
3538,Dunwoody College of Technology,Student Life,A-
3539,Dunwoody College of Technology,Safety,B-
3540,Duquesne University,Academics,B
3541,Duquesne University,Value,A-
3542,Duquesne University,Diversity,B+
3543,Duquesne University,Campus,B+
3544,Duquesne University,Athletics,C+
3545,Duquesne University,Party Scene,B+
3546,Duquesne University,Professors,C+
3547,Duquesne University,Location,A+
3548,Duquesne University,Dorms,A-
3549,Duquesne University,Campus Food,C
3550,Duquesne University,Student Life,B
3551,Duquesne University,Safety,B
3552,Dickinson State University,Academics,C
3553,Dickinson State University,Value,B-
3554,Dickinson State University,Diversity,B-
3555,Dickinson State University,Campus,B-
3556,Dickinson State University,Athletics,NG
3557,Dickinson State University,Party Scene,NG
3558,Dickinson State University,Professors,C
3559,Dickinson State University,Location,C
3560,Dickinson State University,Dorms,NG
3561,Dickinson State University,Campus Food,NG
3562,Dickinson State University,Student Life,B-
3563,Dickinson State University,Safety,NG
3564,DigiPen Institute of Technology,Academics,A-
3565,DigiPen Institute of Technology,Value,A-
3566,DigiPen Institute of Technology,Diversity,A-
3567,DigiPen Institute of Technology,Campus,B
3568,DigiPen Institute of Technology,Athletics,NG
3569,DigiPen Institute of Technology,Party Scene,C+
3570,DigiPen Institute of Technology,Professors,B-
3571,DigiPen Institute of Technology,Location,B+
3572,DigiPen Institute of Technology,Dorms,C-
3573,DigiPen Institute of Technology,Campus Food,NG
3574,DigiPen Institute of Technology,Student Life,A-
3575,DigiPen Institute of Technology,Safety,A+
3576,Dillard University,Academics,B-
3577,Dillard University,Value,B-
3578,Dillard University,Diversity,B-
3579,Dillard University,Campus,C+
3580,Dillard University,Athletics,C+
3581,Dillard University,Party Scene,A
3582,Dillard University,Professors,B
3583,Dillard University,Location,A-
3584,Dillard University,Dorms,C
3585,Dillard University,Campus Food,C+
3586,Dillard University,Student Life,B-
3587,Dillard University,Safety,C+
3588,Doane University,Academics,B-
3589,Doane University,Value,A-
3590,Doane University,Diversity,B
3591,Doane University,Campus,B-
3592,Doane University,Athletics,B
3593,Doane University,Party Scene,B
3594,Doane University,Professors,B-
3595,Doane University,Location,C+
3596,Doane University,Dorms,B
3597,Doane University,Campus Food,C
3598,Doane University,Student Life,B
3599,Doane University,Safety,C+
3600,Dominican College,Academics,B
3601,Dominican College,Value,A-
3602,Dominican College,Diversity,A-
3603,Dominican College,Campus,B-
3604,Dominican College,Athletics,B
3605,Dominican College,Party Scene,B
3606,Dominican College,Professors,B
3607,Dominican College,Location,B
3608,Dominican College,Dorms,B
3609,Dominican College,Campus Food,C
3610,Dominican College,Student Life,B+
3611,Dominican College,Safety,A
3612,Dominican University ,Academics,B
3613,Dominican University ,Value,A-
3614,Dominican University ,Diversity,B+
3615,Dominican University ,Campus,B-
3616,Dominican University ,Athletics,B-
3617,Dominican University ,Party Scene,C-
3618,Dominican University ,Professors,B-
3619,Dominican University ,Location,B-
3620,Dominican University ,Dorms,C
3621,Dominican University ,Campus Food,C+
3622,Dominican University ,Student Life,C+
3623,Dominican University ,Safety,A-
3624,Dominican University of California,Academics,B
3625,Dominican University of California,Value,A-
3626,Dominican University of California,Diversity,A
3627,Dominican University of California,Campus,C+
3628,Dominican University of California,Athletics,B
3629,Dominican University of California,Party Scene,C+
3630,Dominican University of California,Professors,B
3631,Dominican University of California,Location,B
3632,Dominican University of California,Dorms,C
3633,Dominican University of California,Campus Food,C+
3634,Dominican University of California,Student Life,B-
3635,Dominican University of California,Safety,B
3636,East Carolina University,Academics,B+
3637,East Carolina University,Value,B+
3638,East Carolina University,Diversity,A-
3639,East Carolina University,Campus,A-
3640,East Carolina University,Athletics,A
3641,East Carolina University,Party Scene,A+
3642,East Carolina University,Professors,A-
3643,East Carolina University,Location,B-
3644,East Carolina University,Dorms,B
3645,East Carolina University,Campus Food,B+
3646,East Carolina University,Student Life,A
3647,East Carolina University,Safety,C+
3648,East Central University,Academics,B
3649,East Central University,Value,B-
3650,East Central University,Diversity,A
3651,East Central University,Campus,B-
3652,East Central University,Athletics,B
3653,East Central University,Party Scene,B-
3654,East Central University,Professors,B
3655,East Central University,Location,C
3656,East Central University,Dorms,C+
3657,East Central University,Campus Food,B-
3658,East Central University,Student Life,B-
3659,East Central University,Safety,B+
3660,Eastern Connecticut State University,Academics,B
3661,Eastern Connecticut State University,Value,B+
3662,Eastern Connecticut State University,Diversity,A-
3663,Eastern Connecticut State University,Campus,C+
3664,Eastern Connecticut State University,Athletics,B-
3665,Eastern Connecticut State University,Party Scene,B-
3666,Eastern Connecticut State University,Professors,B-
3667,Eastern Connecticut State University,Location,C+
3668,Eastern Connecticut State University,Dorms,B
3669,Eastern Connecticut State University,Campus Food,C
3670,Eastern Connecticut State University,Student Life,C+
3671,Eastern Connecticut State University,Safety,C+
3672,Eastern Florida State College,Academics,C
3673,Eastern Florida State College,Value,C+
3674,Eastern Florida State College,Diversity,B
3675,Eastern Florida State College,Campus,C
3676,Eastern Florida State College,Athletics,C+
3677,Eastern Florida State College,Party Scene,C
3678,Eastern Florida State College,Professors,C
3679,Eastern Florida State College,Location,B
3680,Eastern Florida State College,Dorms,NG
3681,Eastern Florida State College,Campus Food,NG
3682,Eastern Florida State College,Student Life,C+
3683,Eastern Florida State College,Safety,A-
3684,Eastern Illinois University,Academics,B+
3685,Eastern Illinois University,Value,A-
3686,Eastern Illinois University,Diversity,A-
3687,Eastern Illinois University,Campus,B-
3688,Eastern Illinois University,Athletics,B+
3689,Eastern Illinois University,Party Scene,A
3690,Eastern Illinois University,Professors,A-
3691,Eastern Illinois University,Location,B-
3692,Eastern Illinois University,Dorms,B+
3693,Eastern Illinois University,Campus Food,B
3694,Eastern Illinois University,Student Life,B+
3695,Eastern Illinois University,Safety,B-
3696,Eastern Kentucky University,Academics,B
3697,Eastern Kentucky University,Value,B
3698,Eastern Kentucky University,Diversity,B+
3699,Eastern Kentucky University,Campus,B
3700,Eastern Kentucky University,Athletics,B+
3701,Eastern Kentucky University,Party Scene,B
3702,Eastern Kentucky University,Professors,B+
3703,Eastern Kentucky University,Location,B-
3704,Eastern Kentucky University,Dorms,B-
3705,Eastern Kentucky University,Campus Food,B+
3706,Eastern Kentucky University,Student Life,B
3707,Eastern Kentucky University,Safety,B-
3708,Eastern Mennonite University,Academics,B+
3709,Eastern Mennonite University,Value,A-
3710,Eastern Mennonite University,Diversity,A-
3711,Eastern Mennonite University,Campus,B
3712,Eastern Mennonite University,Athletics,B-
3713,Eastern Mennonite University,Party Scene,C+
3714,Eastern Mennonite University,Professors,B
3715,Eastern Mennonite University,Location,B+
3716,Eastern Mennonite University,Dorms,A-
3717,Eastern Mennonite University,Campus Food,C+
3718,Eastern Mennonite University,Student Life,B
3719,Eastern Mennonite University,Safety,B+
3720,Eastern Michigan University,Academics,B
3721,Eastern Michigan University,Value,B
3722,Eastern Michigan University,Diversity,A
3723,Eastern Michigan University,Campus,C+
3724,Eastern Michigan University,Athletics,A-
3725,Eastern Michigan University,Party Scene,B
3726,Eastern Michigan University,Professors,B
3727,Eastern Michigan University,Location,C
3728,Eastern Michigan University,Dorms,C+
3729,Eastern Michigan University,Campus Food,C+
3730,Eastern Michigan University,Student Life,B-
3731,Eastern Michigan University,Safety,C+
3732,Eastern Nazarene College,Academics,B-
3733,Eastern Nazarene College,Value,B
3734,Eastern Nazarene College,Diversity,A
3735,Eastern Nazarene College,Campus,C-
3736,Eastern Nazarene College,Athletics,C+
3737,Eastern Nazarene College,Party Scene,C+
3738,Eastern Nazarene College,Professors,C
3739,Eastern Nazarene College,Location,B
3740,Eastern Nazarene College,Dorms,C+
3741,Eastern Nazarene College,Campus Food,C-
3742,Eastern Nazarene College,Student Life,C
3743,Eastern Nazarene College,Safety,A
3744,Eastern New Mexico University,Academics,B
3745,Eastern New Mexico University,Value,B-
3746,Eastern New Mexico University,Diversity,A-
3747,Eastern New Mexico University,Campus,B-
3748,Eastern New Mexico University,Athletics,B
3749,Eastern New Mexico University,Party Scene,B-
3750,Eastern New Mexico University,Professors,B+
3751,Eastern New Mexico University,Location,C-
3752,Eastern New Mexico University,Dorms,B
3753,Eastern New Mexico University,Campus Food,B
3754,Eastern New Mexico University,Student Life,C+
3755,Eastern New Mexico University,Safety,B-
3756,Eastern Oregon University,Academics,C+
3757,Eastern Oregon University,Value,B-
3758,Eastern Oregon University,Diversity,A-
3759,Eastern Oregon University,Campus,B+
3760,Eastern Oregon University,Athletics,B
3761,Eastern Oregon University,Party Scene,B-
3762,Eastern Oregon University,Professors,B-
3763,Eastern Oregon University,Location,B
3764,Eastern Oregon University,Dorms,B+
3765,Eastern Oregon University,Campus Food,B
3766,Eastern Oregon University,Student Life,B
3767,Eastern Oregon University,Safety,A
3768,Eastern University,Academics,B
3769,Eastern University,Value,B+
3770,Eastern University,Diversity,A
3771,Eastern University,Campus,B-
3772,Eastern University,Athletics,B-
3773,Eastern University,Party Scene,C
3774,Eastern University,Professors,B-
3775,Eastern University,Location,B+
3776,Eastern University,Dorms,B-
3777,Eastern University,Campus Food,C
3778,Eastern University,Student Life,B-
3779,Eastern University,Safety,B+
3780,Eastern Washington University ,Academics,B-
3781,Eastern Washington University ,Value,B+
3782,Eastern Washington University ,Diversity,A
3783,Eastern Washington University ,Campus,B-
3784,Eastern Washington University ,Athletics,A
3785,Eastern Washington University ,Party Scene,B+
3786,Eastern Washington University ,Professors,B-
3787,Eastern Washington University ,Location,C+
3788,Eastern Washington University ,Dorms,B-
3789,Eastern Washington University ,Campus Food,B
3790,Eastern Washington University ,Student Life,B
3791,Eastern Washington University ,Safety,B
3792,East Stroudsburg University of Pennsylvania,Academics,B-
3793,East Stroudsburg University of Pennsylvania,Value,B+
3794,East Stroudsburg University of Pennsylvania,Diversity,A
3795,East Stroudsburg University of Pennsylvania,Campus,C
3796,East Stroudsburg University of Pennsylvania,Athletics,B+
3797,East Stroudsburg University of Pennsylvania,Party Scene,A-
3798,East Stroudsburg University of Pennsylvania,Professors,B-
3799,East Stroudsburg University of Pennsylvania,Location,C+
3800,East Stroudsburg University of Pennsylvania,Dorms,B
3801,East Stroudsburg University of Pennsylvania,Campus Food,B-
3802,East Stroudsburg University of Pennsylvania,Student Life,B-
3803,East Stroudsburg University of Pennsylvania,Safety,C+
3804,East Tennessee State University,Academics,B
3805,East Tennessee State University,Value,B-
3806,East Tennessee State University,Diversity,A-
3807,East Tennessee State University,Campus,B+
3808,East Tennessee State University,Athletics,B+
3809,East Tennessee State University,Party Scene,B+
3810,East Tennessee State University,Professors,B+
3811,East Tennessee State University,Location,B
3812,East Tennessee State University,Dorms,B-
3813,East Tennessee State University,Campus Food,B
3814,East Tennessee State University,Student Life,B
3815,East Tennessee State University,Safety,B-
3816,East Texas Baptist University,Academics,B
3817,East Texas Baptist University,Value,B
3818,East Texas Baptist University,Diversity,B+
3819,East Texas Baptist University,Campus,B-
3820,East Texas Baptist University,Athletics,B
3821,East Texas Baptist University,Party Scene,C-
3822,East Texas Baptist University,Professors,B
3823,East Texas Baptist University,Location,C-
3824,East Texas Baptist University,Dorms,A
3825,East Texas Baptist University,Campus Food,C+
3826,East Texas Baptist University,Student Life,C+
3827,East Texas Baptist University,Safety,B
3828,East-West University ,Academics,C-
3829,East-West University ,Value,C-
3830,East-West University ,Diversity,B+
3831,East-West University ,Campus,NG
3832,East-West University ,Athletics,NG
3833,East-West University ,Party Scene,NG
3834,East-West University ,Professors,C+
3835,East-West University ,Location,A-
3836,East-West University ,Dorms,NG
3837,East-West University ,Campus Food,NG
3838,East-West University ,Student Life,C+
3839,East-West University ,Safety,B
3840,Eckerd College,Academics,A-
3841,Eckerd College,Value,B+
3842,Eckerd College,Diversity,A-
3843,Eckerd College,Campus,B+
3844,Eckerd College,Athletics,B
3845,Eckerd College,Party Scene,A
3846,Eckerd College,Professors,A-
3847,Eckerd College,Location,B+
3848,Eckerd College,Dorms,B
3849,Eckerd College,Campus Food,C+
3850,Eckerd College,Student Life,A
3851,Eckerd College,Safety,C+
3852,ECPI University,Academics,B
3853,ECPI University,Value,B-
3854,ECPI University,Diversity,A
3855,ECPI University,Campus,A-
3856,ECPI University,Athletics,NG
3857,ECPI University,Party Scene,C+
3858,ECPI University,Professors,B-
3859,ECPI University,Location,A-
3860,ECPI University,Dorms,NG
3861,ECPI University,Campus Food,NG
3862,ECPI University,Student Life,A-
3863,ECPI University,Safety,A+
3864,Edgewood College,Academics,B
3865,Edgewood College,Value,A-
3866,Edgewood College,Diversity,B+
3867,Edgewood College,Campus,B-
3868,Edgewood College,Athletics,C+
3869,Edgewood College,Party Scene,B+
3870,Edgewood College,Professors,B-
3871,Edgewood College,Location,A
3872,Edgewood College,Dorms,C+
3873,Edgewood College,Campus Food,C
3874,Edgewood College,Student Life,B
3875,Edgewood College,Safety,A-
3876,Edward Waters College,Academics,C
3877,Edward Waters College,Value,C-
3878,Edward Waters College,Diversity,B+
3879,Edward Waters College,Campus,D-
3880,Edward Waters College,Athletics,B-
3881,Edward Waters College,Party Scene,B+
3882,Edward Waters College,Professors,C+
3883,Edward Waters College,Location,C-
3884,Edward Waters College,Dorms,C-
3885,Edward Waters College,Campus Food,C
3886,Edward Waters College,Student Life,C-
3887,Edward Waters College,Safety,C+
3888,Elizabeth City State University,Academics,B-
3889,Elizabeth City State University,Value,B-
3890,Elizabeth City State University,Diversity,B
3891,Elizabeth City State University,Campus,C-
3892,Elizabeth City State University,Athletics,B-
3893,Elizabeth City State University,Party Scene,B-
3894,Elizabeth City State University,Professors,B+
3895,Elizabeth City State University,Location,C-
3896,Elizabeth City State University,Dorms,B-
3897,Elizabeth City State University,Campus Food,C
3898,Elizabeth City State University,Student Life,D+
3899,Elizabeth City State University,Safety,C-
3900,Elizabethtown College,Academics,B
3901,Elizabethtown College,Value,A
3902,Elizabethtown College,Diversity,B+
3903,Elizabethtown College,Campus,B-
3904,Elizabethtown College,Athletics,C+
3905,Elizabethtown College,Party Scene,C
3906,Elizabethtown College,Professors,B+
3907,Elizabethtown College,Location,C
3908,Elizabethtown College,Dorms,B-
3909,Elizabethtown College,Campus Food,B+
3910,Elizabethtown College,Student Life,C+
3911,Elizabethtown College,Safety,B-
3912,Elmira College,Academics,B-
3913,Elmira College,Value,A-
3914,Elmira College,Diversity,A-
3915,Elmira College,Campus,C
3916,Elmira College,Athletics,B-
3917,Elmira College,Party Scene,B
3918,Elmira College,Professors,B-
3919,Elmira College,Location,C-
3920,Elmira College,Dorms,C+
3921,Elmira College,Campus Food,C
3922,Elmira College,Student Life,C-
3923,Elmira College,Safety,C+
3924,Emporia State University,Academics,B
3925,Emporia State University,Value,B+
3926,Emporia State University,Diversity,A-
3927,Emporia State University,Campus,B+
3928,Emporia State University,Athletics,B+
3929,Emporia State University,Party Scene,B
3930,Emporia State University,Professors,B
3931,Emporia State University,Location,B+
3932,Emporia State University,Dorms,A-
3933,Emporia State University,Campus Food,B-
3934,Emporia State University,Student Life,A-
3935,Emporia State University,Safety,A-
3936,Endicott College,Academics,B-
3937,Endicott College,Value,A
3938,Endicott College,Diversity,B+
3939,Endicott College,Campus,B
3940,Endicott College,Athletics,B-
3941,Endicott College,Party Scene,B-
3942,Endicott College,Professors,C
3943,Endicott College,Location,B
3944,Endicott College,Dorms,B
3945,Endicott College,Campus Food,C+
3946,Endicott College,Student Life,B
3947,Endicott College,Safety,B+
3948,Erskine College,Academics,B-
3949,Erskine College,Value,B
3950,Erskine College,Diversity,A-
3951,Erskine College,Campus,D
3952,Erskine College,Athletics,B
3953,Erskine College,Party Scene,C-
3954,Erskine College,Professors,C+
3955,Erskine College,Location,C-
3956,Erskine College,Dorms,C
3957,Erskine College,Campus Food,C-
3958,Erskine College,Student Life,D
3959,Erskine College,Safety,B+
3960,Eureka College,Academics,B-
3961,Eureka College,Value,B+
3962,Eureka College,Diversity,B+
3963,Eureka College,Campus,B-
3964,Eureka College,Athletics,C+
3965,Eureka College,Party Scene,C+
3966,Eureka College,Professors,B-
3967,Eureka College,Location,C+
3968,Eureka College,Dorms,B+
3969,Eureka College,Campus Food,B
3970,Eureka College,Student Life,B-
3971,Eureka College,Safety,A+
3972,Evangel University,Academics,B
3973,Evangel University,Value,B
3974,Evangel University,Diversity,B+
3975,Evangel University,Campus,B+
3976,Evangel University,Athletics,B-
3977,Evangel University,Party Scene,C
3978,Evangel University,Professors,B
3979,Evangel University,Location,B+
3980,Evangel University,Dorms,A-
3981,Evangel University,Campus Food,B
3982,Evangel University,Student Life,B+
3983,Evangel University,Safety,B
3984,Everglades University,Academics,B
3985,Everglades University,Value,B+
3986,Everglades University,Diversity,B+
3987,Everglades University,Campus,C+
3988,Everglades University,Athletics,C+
3989,Everglades University,Party Scene,B-
3990,Everglades University,Professors,B-
3991,Everglades University,Location,B
3992,Everglades University,Dorms,B-
3993,Everglades University,Campus Food,C
3994,Everglades University,Student Life,B-
3995,Everglades University,Safety,B+
3996,Fairfield University,Academics,A-
3997,Fairfield University,Value,A+
3998,Fairfield University,Diversity,A-
3999,Fairfield University,Campus,B+
4000,Fairfield University,Athletics,B+
4001,Fairfield University,Party Scene,B+
4002,Fairfield University,Professors,B+
