row_index,school_name,n_category,n_grade
14228,Valley City State University,Dorms,A-
14229,Valley City State University,Campus Food,B
14230,Valley City State University,Student Life,B-
14231,Valley City State University,Safety,A
14232,Valparaiso University,Academics,B+
14233,Valparaiso University,Value,A-
14234,Valparaiso University,Diversity,A
14235,Valparaiso University,Campus,B-
14236,Valparaiso University,Athletics,B
14237,Valparaiso University,Party Scene,C+
14238,Valparaiso University,Professors,B+
14239,Valparaiso University,Location,B-
14240,Valparaiso University,Dorms,B-
14241,Valparaiso University,Campus Food,B
14242,Valparaiso University,Student Life,B+
14243,Valparaiso University,Safety,B
14244,Vanderbilt University,Academics,A+
14245,Vanderbilt University,Value,A+
14246,Vanderbilt University,Diversity,A
14247,Vanderbilt University,Campus,A
14248,Vanderbilt University,Athletics,A+
14249,Vanderbilt University,Party Scene,A+
14250,Vanderbilt University,Professors,A+
14251,Vanderbilt University,Location,A-
14252,Vanderbilt University,Dorms,B+
14253,Vanderbilt University,Campus Food,A+
14254,Vanderbilt University,Student Life,A+
14255,Vanderbilt University,Safety,B-
14256,Valencia College,Academics,C
14257,Valencia College,Value,B-
14258,Valencia College,Diversity,A-
14259,Valencia College,Campus,A
14260,Valencia College,Athletics,NG
14261,Valencia College,Party Scene,B-
14262,Valencia College,Professors,C
14263,Valencia College,Location,A
14264,Valencia College,Dorms,NG
14265,Valencia College,Campus Food,NG
14266,Valencia College,Student Life,A
14267,Valencia College,Safety,A
14268,Vanguard University of Southern California,Academics,B
14269,Vanguard University of Southern California,Value,B+
14270,Vanguard University of Southern California,Diversity,B+
14271,Vanguard University of Southern California,Campus,B+
14272,Vanguard University of Southern California,Athletics,B-
14273,Vanguard University of Southern California,Party Scene,C
14274,Vanguard University of Southern California,Professors,B-
14275,Vanguard University of Southern California,Location,A
14276,Vanguard University of Southern California,Dorms,B+
14277,Vanguard University of Southern California,Campus Food,B-
14278,Vanguard University of Southern California,Student Life,B+
14279,Vanguard University of Southern California,Safety,A-
14280,Vassar College,Academics,A+
14281,Vassar College,Value,A+
14282,Vassar College,Diversity,A
14283,Vassar College,Campus,B
14284,Vassar College,Athletics,B-
14285,Vassar College,Party Scene,B-
14286,Vassar College,Professors,A+
14287,Vassar College,Location,C-
14288,Vassar College,Dorms,B
14289,Vassar College,Campus Food,B-
14290,Vassar College,Student Life,B+
14291,Vassar College,Safety,C+
14292,Vaughn College of Aeronautics and Technology,Academics,C+
14293,Vaughn College of Aeronautics and Technology,Value,B+
14294,Vaughn College of Aeronautics and Technology,Diversity,B+
14295,Vaughn College of Aeronautics and Technology,Campus,C
14296,Vaughn College of Aeronautics and Technology,Athletics,D
14297,Vaughn College of Aeronautics and Technology,Party Scene,NG
14298,Vaughn College of Aeronautics and Technology,Professors,C+
14299,Vaughn College of Aeronautics and Technology,Location,A
14300,Vaughn College of Aeronautics and Technology,Dorms,C-
14301,Vaughn College of Aeronautics and Technology,Campus Food,B
14302,Vaughn College of Aeronautics and Technology,Student Life,B-
14303,Vaughn College of Aeronautics and Technology,Safety,A+
14304,VanderCook College of Music,Academics,B
14305,VanderCook College of Music,Value,A-
14306,VanderCook College of Music,Diversity,B+
14307,VanderCook College of Music,Campus,NG
14308,VanderCook College of Music,Athletics,NG
14309,VanderCook College of Music,Party Scene,NG
14310,VanderCook College of Music,Professors,B
14311,VanderCook College of Music,Location,A-
14312,VanderCook College of Music,Dorms,NG
14313,VanderCook College of Music,Campus Food,NG
14314,VanderCook College of Music,Student Life,A
14315,VanderCook College of Music,Safety,A
14316,Villa Maria College,Academics,B-
14317,Villa Maria College,Value,B-
14318,Villa Maria College,Diversity,A-
14319,Villa Maria College,Campus,B+
14320,Villa Maria College,Athletics,D+
14321,Villa Maria College,Party Scene,NG
14322,Villa Maria College,Professors,B-
14323,Villa Maria College,Location,B+
14324,Villa Maria College,Dorms,NG
14325,Villa Maria College,Campus Food,B+
14326,Villa Maria College,Student Life,B+
14327,Villa Maria College,Safety,B
14328,Villanova University,Academics,A
14329,Villanova University,Value,A+
14330,Villanova University,Diversity,B
14331,Villanova University,Campus,B+
14332,Villanova University,Athletics,A
14333,Villanova University,Party Scene,B+
14334,Villanova University,Professors,A-
14335,Villanova University,Location,B+
14336,Villanova University,Dorms,B
14337,Villanova University,Campus Food,B
14338,Villanova University,Student Life,A
14339,Villanova University,Safety,B
14340,Vincennes University,Academics,C
14341,Vincennes University,Value,C+
14342,Vincennes University,Diversity,A-
14343,Vincennes University,Campus,B
14344,Vincennes University,Athletics,B-
14345,Vincennes University,Party Scene,B
14346,Vincennes University,Professors,C+
14347,Vincennes University,Location,B-
14348,Vincennes University,Dorms,B-
14349,Vincennes University,Campus Food,A-
14350,Vincennes University,Student Life,B-
14351,Vincennes University,Safety,B+
14352,Wagner College,Academics,B
14353,Wagner College,Value,A
14354,Wagner College,Diversity,B+
14355,Wagner College,Campus,C
14356,Wagner College,Athletics,B+
14357,Wagner College,Party Scene,B
14358,Wagner College,Professors,B-
14359,Wagner College,Location,A-
14360,Wagner College,Dorms,C-
14361,Wagner College,Campus Food,C-
14362,Wagner College,Student Life,B-
14363,Wagner College,Safety,B-
14364,Vermont Technical College,Academics,B-
14365,Vermont Technical College,Value,A-
14366,Vermont Technical College,Diversity,B+
14367,Vermont Technical College,Campus,C
14368,Vermont Technical College,Athletics,D+
14369,Vermont Technical College,Party Scene,NG
14370,Vermont Technical College,Professors,B
14371,Vermont Technical College,Location,C
14372,Vermont Technical College,Dorms,NG
14373,Vermont Technical College,Campus Food,C+
14374,Vermont Technical College,Student Life,B-
14375,Vermont Technical College,Safety,A-
14376,Wake Forest University,Academics,A+
14377,Wake Forest University,Value,A+
14378,Wake Forest University,Diversity,A-
14379,Wake Forest University,Campus,A-
14380,Wake Forest University,Athletics,A
14381,Wake Forest University,Party Scene,A
14382,Wake Forest University,Professors,A+
14383,Wake Forest University,Location,C+
14384,Wake Forest University,Dorms,A-
14385,Wake Forest University,Campus Food,A-
14386,Wake Forest University,Student Life,A+
14387,Wake Forest University,Safety,B-
14388,Waldorf University,Academics,C+
14389,Waldorf University,Value,B-
14390,Waldorf University,Diversity,A
14391,Waldorf University,Campus,D+
14392,Waldorf University,Athletics,B-
14393,Waldorf University,Party Scene,C+
14394,Waldorf University,Professors,C
14395,Waldorf University,Location,C
14396,Waldorf University,Dorms,C-
14397,Waldorf University,Campus Food,C-
14398,Waldorf University,Student Life,C-
14399,Waldorf University,Safety,B+
14400,Walla Walla University,Academics,B
14401,Walla Walla University,Value,B+
14402,Walla Walla University,Diversity,A
14403,Walla Walla University,Campus,C+
14404,Walla Walla University,Athletics,C-
14405,Walla Walla University,Party Scene,C-
14406,Walla Walla University,Professors,B-
14407,Walla Walla University,Location,B-
14408,Walla Walla University,Dorms,B-
14409,Walla Walla University,Campus Food,B+
14410,Walla Walla University,Student Life,C+
14411,Walla Walla University,Safety,A-
14412,Walsh University,Academics,B
14413,Walsh University,Value,A-
14414,Walsh University,Diversity,A-
14415,Walsh University,Campus,B-
14416,Walsh University,Athletics,B+
14417,Walsh University,Party Scene,B-
14418,Walsh University,Professors,B-
14419,Walsh University,Location,B+
14420,Walsh University,Dorms,B+
14421,Walsh University,Campus Food,C+
14422,Walsh University,Student Life,B+
14423,Walsh University,Safety,A
14424,Warner University,Academics,B-
14425,Warner University,Value,C+
14426,Warner University,Diversity,B
14427,Warner University,Campus,B
14428,Warner University,Athletics,NG
14429,Warner University,Party Scene,B
14430,Warner University,Professors,C+
14431,Warner University,Location,B+
14432,Warner University,Dorms,NG
14433,Warner University,Campus Food,NG
14434,Warner University,Student Life,B-
14435,Warner University,Safety,A+
14436,Warren Wilson College,Academics,B-
14437,Warren Wilson College,Value,C+
14438,Warren Wilson College,Diversity,A-
14439,Warren Wilson College,Campus,B
14440,Warren Wilson College,Athletics,C-
14441,Warren Wilson College,Party Scene,B-
14442,Warren Wilson College,Professors,B-
14443,Warren Wilson College,Location,B
14444,Warren Wilson College,Dorms,C+
14445,Warren Wilson College,Campus Food,B+
14446,Warren Wilson College,Student Life,B-
14447,Warren Wilson College,Safety,B-
14448,Wartburg College,Academics,B
14449,Wartburg College,Value,B+
14450,Wartburg College,Diversity,A-
14451,Wartburg College,Campus,B
14452,Wartburg College,Athletics,B
14453,Wartburg College,Party Scene,B+
14454,Wartburg College,Professors,B-
14455,Wartburg College,Location,B
14456,Wartburg College,Dorms,B
14457,Wartburg College,Campus Food,B
14458,Wartburg College,Student Life,A-
14459,Wartburg College,Safety,B-
14460,Washburn University,Academics,B-
14461,Washburn University,Value,B
14462,Washburn University,Diversity,A-
14463,Washburn University,Campus,B+
14464,Washburn University,Athletics,B+
14465,Washburn University,Party Scene,B-
14466,Washburn University,Professors,B
14467,Washburn University,Location,C+
14468,Washburn University,Dorms,B+
14469,Washburn University,Campus Food,B
14470,Washburn University,Student Life,B
14471,Washburn University,Safety,B-
14472,Virginia Commonwealth University,Academics,B+
14473,Virginia Commonwealth University,Value,B+
14474,Virginia Commonwealth University,Diversity,A
14475,Virginia Commonwealth University,Campus,B
14476,Virginia Commonwealth University,Athletics,A-
14477,Virginia Commonwealth University,Party Scene,A
14478,Virginia Commonwealth University,Professors,A
14479,Virginia Commonwealth University,Location,B+
14480,Virginia Commonwealth University,Dorms,C+
14481,Virginia Commonwealth University,Campus Food,B
14482,Virginia Commonwealth University,Student Life,A
14483,Virginia Commonwealth University,Safety,C+
14484,Virginia Military Institute,Academics,A-
14485,Virginia Military Institute,Value,A+
14486,Virginia Military Institute,Diversity,B
14487,Virginia Military Institute,Campus,C-
14488,Virginia Military Institute,Athletics,B+
14489,Virginia Military Institute,Party Scene,C-
14490,Virginia Military Institute,Professors,A-
14491,Virginia Military Institute,Location,C+
14492,Virginia Military Institute,Dorms,C+
14493,Virginia Military Institute,Campus Food,D
14494,Virginia Military Institute,Student Life,C+
14495,Virginia Military Institute,Safety,B+
14496,Virginia State University,Academics,C+
14497,Virginia State University,Value,B-
14498,Virginia State University,Diversity,B+
14499,Virginia State University,Campus,C+
14500,Virginia State University,Athletics,B
14501,Virginia State University,Party Scene,B+
14502,Virginia State University,Professors,B+
14503,Virginia State University,Location,C-
14504,Virginia State University,Dorms,B-
14505,Virginia State University,Campus Food,C+
14506,Virginia State University,Student Life,B
14507,Virginia State University,Safety,C-
14508,Virginia Union University,Academics,C
14509,Virginia Union University,Value,C+
14510,Virginia Union University,Diversity,B-
14511,Virginia Union University,Campus,D-
14512,Virginia Union University,Athletics,B
14513,Virginia Union University,Party Scene,B+
14514,Virginia Union University,Professors,C+
14515,Virginia Union University,Location,B
14516,Virginia Union University,Dorms,D-
14517,Virginia Union University,Campus Food,C-
14518,Virginia Union University,Student Life,C-
14519,Virginia Union University,Safety,B-
14520,Virginia Wesleyan University,Academics,C+
14521,Virginia Wesleyan University,Value,B-
14522,Virginia Wesleyan University,Diversity,A
14523,Virginia Wesleyan University,Campus,C-
14524,Virginia Wesleyan University,Athletics,B+
14525,Virginia Wesleyan University,Party Scene,B-
14526,Virginia Wesleyan University,Professors,C+
14527,Virginia Wesleyan University,Location,B
14528,Virginia Wesleyan University,Dorms,D-
14529,Virginia Wesleyan University,Campus Food,C-
14530,Virginia Wesleyan University,Student Life,C+
14531,Virginia Wesleyan University,Safety,B+
14532,Voorhees College,Academics,C
14533,Voorhees College,Value,C
14534,Voorhees College,Diversity,B-
14535,Voorhees College,Campus,C-
14536,Voorhees College,Athletics,C
14537,Voorhees College,Party Scene,B-
14538,Voorhees College,Professors,B+
14539,Voorhees College,Location,D
14540,Voorhees College,Dorms,C
14541,Voorhees College,Campus Food,C+
14542,Voorhees College,Student Life,D+
14543,Voorhees College,Safety,B-
14544,Wabash College,Academics,A
14545,Wabash College,Value,A
14546,Wabash College,Diversity,A-
14547,Wabash College,Campus,B+
14548,Wabash College,Athletics,NG
14549,Wabash College,Party Scene,B
14550,Wabash College,Professors,A
14551,Wabash College,Location,C+
14552,Wabash College,Dorms,A
14553,Wabash College,Campus Food,B+
14554,Wabash College,Student Life,A
14555,Wabash College,Safety,B
14556,Waynesburg University,Academics,C+
14557,Waynesburg University,Value,B+
14558,Waynesburg University,Diversity,B-
14559,Waynesburg University,Campus,C-
14560,Waynesburg University,Athletics,B-
14561,Waynesburg University,Party Scene,C-
14562,Waynesburg University,Professors,B-
14563,Waynesburg University,Location,D
14564,Waynesburg University,Dorms,B-
14565,Waynesburg University,Campus Food,C-
14566,Waynesburg University,Student Life,C-
14567,Waynesburg University,Safety,B+
14568,Wayne State College ,Academics,C-
14569,Wayne State College ,Value,C+
14570,Wayne State College ,Diversity,A-
14571,Wayne State College ,Campus,B-
14572,Wayne State College ,Athletics,C
14573,Wayne State College ,Party Scene,B-
14574,Wayne State College ,Professors,C
14575,Wayne State College ,Location,A-
14576,Wayne State College ,Dorms,NG
14577,Wayne State College ,Campus Food,NG
14578,Wayne State College ,Student Life,B
14579,Wayne State College ,Safety,B+
14580,Wayne State University ,Academics,B+
14581,Wayne State University ,Value,B+
14582,Wayne State University ,Diversity,A
14583,Wayne State University ,Campus,B
14584,Wayne State University ,Athletics,B
14585,Wayne State University ,Party Scene,B+
14586,Wayne State University ,Professors,A
14587,Wayne State University ,Location,B+
14588,Wayne State University ,Dorms,B-
14589,Wayne State University ,Campus Food,A-
14590,Wayne State University ,Student Life,B+
14591,Wayne State University ,Safety,B-
14592,Webber International University,Academics,C+
14593,Webber International University,Value,C
14594,Webber International University,Diversity,A
14595,Webber International University,Campus,D
14596,Webber International University,Athletics,B
14597,Webber International University,Party Scene,C
14598,Webber International University,Professors,C
14599,Webber International University,Location,D
14600,Webber International University,Dorms,C-
14601,Webber International University,Campus Food,C+
14602,Webber International University,Student Life,D+
14603,Webber International University,Safety,B+
14604,Weber State University,Academics,C+
14605,Weber State University,Value,B
14606,Weber State University,Diversity,A-
14607,Weber State University,Campus,B-
14608,Weber State University,Athletics,B+
14609,Weber State University,Party Scene,C
14610,Weber State University,Professors,B-
14611,Weber State University,Location,B
14612,Weber State University,Dorms,NG
14613,Weber State University,Campus Food,B-
14614,Weber State University,Student Life,C+
14615,Weber State University,Safety,B+
14616,Webster University,Academics,B
14617,Webster University,Value,C+
14618,Webster University,Diversity,B+
14619,Webster University,Campus,C-
14620,Webster University,Athletics,D
14621,Webster University,Party Scene,C-
14622,Webster University,Professors,B-
14623,Webster University,Location,C+
14624,Webster University,Dorms,B-
14625,Webster University,Campus Food,C+
14626,Webster University,Student Life,C-
14627,Webster University,Safety,B
14628,Welch College,Academics,C+
14629,Welch College,Value,B-
14630,Welch College,Diversity,B+
14631,Welch College,Campus,NG
14632,Welch College,Athletics,D-
14633,Welch College,Party Scene,NG
14634,Welch College,Professors,C
14635,Welch College,Location,B-
14636,Welch College,Dorms,NG
14637,Welch College,Campus Food,NG
14638,Welch College,Student Life,C+
14639,Welch College,Safety,B-
14640,Wellesley College,Academics,A+
14641,Wellesley College,Value,A+
14642,Wellesley College,Diversity,A
14643,Wellesley College,Campus,A-
14644,Wellesley College,Athletics,NG
14645,Wellesley College,Party Scene,C
14646,Wellesley College,Professors,A+
14647,Wellesley College,Location,B-
14648,Wellesley College,Dorms,A-
14649,Wellesley College,Campus Food,B+
14650,Wellesley College,Student Life,A-
14651,Wellesley College,Safety,A
14652,Wells College,Academics,C+
14653,Wells College,Value,B-
14654,Wells College,Diversity,A-
14655,Wells College,Campus,D+
14656,Wells College,Athletics,C+
14657,Wells College,Party Scene,C
14658,Wells College,Professors,B
14659,Wells College,Location,D-
14660,Wells College,Dorms,C+
14661,Wells College,Campus Food,D+
14662,Wells College,Student Life,D+
14663,Wells College,Safety,B
14664,Viterbo University,Academics,B
14665,Viterbo University,Value,A-
14666,Viterbo University,Diversity,B
14667,Viterbo University,Campus,B+
14668,Viterbo University,Athletics,B-
14669,Viterbo University,Party Scene,B+
14670,Viterbo University,Professors,B-
14671,Viterbo University,Location,A
14672,Viterbo University,Dorms,A
14673,Viterbo University,Campus Food,B-
14674,Viterbo University,Student Life,B+
14675,Viterbo University,Safety,A
14676,Washington Adventist University,Academics,B-
14677,Washington Adventist University,Value,B
14678,Washington Adventist University,Diversity,A
14679,Washington Adventist University,Campus,C
14680,Washington Adventist University,Athletics,C
14681,Washington Adventist University,Party Scene,B-
14682,Washington Adventist University,Professors,C
14683,Washington Adventist University,Location,B+
14684,Washington Adventist University,Dorms,C+
14685,Washington Adventist University,Campus Food,B-
14686,Washington Adventist University,Student Life,C
14687,Washington Adventist University,Safety,B+
14688,Washington & Jefferson College,Academics,B+
14689,Washington & Jefferson College,Value,A
14690,Washington & Jefferson College,Diversity,A-
14691,Washington & Jefferson College,Campus,C-
14692,Washington & Jefferson College,Athletics,B-
14693,Washington & Jefferson College,Party Scene,B
14694,Washington & Jefferson College,Professors,B+
14695,Washington & Jefferson College,Location,C-
14696,Washington & Jefferson College,Dorms,C
14697,Washington & Jefferson College,Campus Food,C+
14698,Washington & Jefferson College,Student Life,B
14699,Washington & Jefferson College,Safety,C+
14700,Wade College,Academics,C+
14701,Wade College,Value,C+
14702,Wade College,Diversity,B
14703,Wade College,Campus,NG
14704,Wade College,Athletics,NG
14705,Wade College,Party Scene,NG
14706,Wade College,Professors,C
14707,Wade College,Location,B
14708,Wade College,Dorms,NG
14709,Wade College,Campus Food,NG
14710,Wade College,Student Life,B+
14711,Wade College,Safety,A
14712,Washington and Lee University,Academics,A+
14713,Washington and Lee University,Value,A+
14714,Washington and Lee University,Diversity,B
14715,Washington and Lee University,Campus,B+
14716,Washington and Lee University,Athletics,B-
14717,Washington and Lee University,Party Scene,A-
14718,Washington and Lee University,Professors,A+
14719,Washington and Lee University,Location,B-
14720,Washington and Lee University,Dorms,A
14721,Washington and Lee University,Campus Food,B
14722,Washington and Lee University,Student Life,A
14723,Washington and Lee University,Safety,B-
14724,Washington College,Academics,B+
14725,Washington College,Value,A-
14726,Washington College,Diversity,A-
14727,Washington College,Campus,C
14728,Washington College,Athletics,B-
14729,Washington College,Party Scene,B-
14730,Washington College,Professors,B+
14731,Washington College,Location,C
14732,Washington College,Dorms,C+
14733,Washington College,Campus Food,B-
14734,Washington College,Student Life,B-
14735,Washington College,Safety,C+
14736,Washington State University,Academics,A-
14737,Washington State University,Value,A
14738,Washington State University,Diversity,A
14739,Washington State University,Campus,A-
14740,Washington State University,Athletics,A+
14741,Washington State University,Party Scene,A+
14742,Washington State University,Professors,A+
14743,Washington State University,Location,B
14744,Washington State University,Dorms,B
14745,Washington State University,Campus Food,B+
14746,Washington State University,Student Life,A+
14747,Washington State University,Safety,B
14748,Washington University in St. Louis,Academics,A+
14749,Washington University in St. Louis,Value,A+
14750,Washington University in St. Louis,Diversity,A
14751,Washington University in St. Louis,Campus,A+
14752,Washington University in St. Louis,Athletics,B+
14753,Washington University in St. Louis,Party Scene,A-
14754,Washington University in St. Louis,Professors,A+
14755,Washington University in St. Louis,Location,A
14756,Washington University in St. Louis,Dorms,A+
14757,Washington University in St. Louis,Campus Food,A+
14758,Washington University in St. Louis,Student Life,A+
14759,Washington University in St. Louis,Safety,A-
14760,"Watkins College of Art, Design, & Film",Academics,C+
14761,"Watkins College of Art, Design, & Film",Value,C+
14762,"Watkins College of Art, Design, & Film",Diversity,B
14763,"Watkins College of Art, Design, & Film",Campus,B-
14764,"Watkins College of Art, Design, & Film",Athletics,NG
14765,"Watkins College of Art, Design, & Film",Party Scene,B-
14766,"Watkins College of Art, Design, & Film",Professors,C
14767,"Watkins College of Art, Design, & Film",Location,B
14768,"Watkins College of Art, Design, & Film",Dorms,NG
14769,"Watkins College of Art, Design, & Film",Campus Food,NG
14770,"Watkins College of Art, Design, & Film",Student Life,B-
14771,"Watkins College of Art, Design, & Film",Safety,A
14772,Wayland Baptist University,Academics,C+
14773,Wayland Baptist University,Value,B
14774,Wayland Baptist University,Diversity,A-
14775,Wayland Baptist University,Campus,B
14776,Wayland Baptist University,Athletics,B-
14777,Wayland Baptist University,Party Scene,B-
14778,Wayland Baptist University,Professors,B
14779,Wayland Baptist University,Location,B
14780,Wayland Baptist University,Dorms,A
14781,Wayland Baptist University,Campus Food,B-
14782,Wayland Baptist University,Student Life,B
14783,Wayland Baptist University,Safety,A
14784,Wenatchee Valley College,Academics,C
14785,Wenatchee Valley College,Value,B-
14786,Wenatchee Valley College,Diversity,B+
14787,Wenatchee Valley College,Campus,B
14788,Wenatchee Valley College,Athletics,C-
14789,Wenatchee Valley College,Party Scene,C
14790,Wenatchee Valley College,Professors,C
14791,Wenatchee Valley College,Location,B+
14792,Wenatchee Valley College,Dorms,NG
14793,Wenatchee Valley College,Campus Food,B-
14794,Wenatchee Valley College,Student Life,C+
14795,Wenatchee Valley College,Safety,A
14796,Wentworth Institute of Technology,Academics,B-
14797,Wentworth Institute of Technology,Value,A
14798,Wentworth Institute of Technology,Diversity,A-
14799,Wentworth Institute of Technology,Campus,C
14800,Wentworth Institute of Technology,Athletics,C+
14801,Wentworth Institute of Technology,Party Scene,B+
14802,Wentworth Institute of Technology,Professors,C
14803,Wentworth Institute of Technology,Location,A+
14804,Wentworth Institute of Technology,Dorms,B-
14805,Wentworth Institute of Technology,Campus Food,C
14806,Wentworth Institute of Technology,Student Life,B+
14807,Wentworth Institute of Technology,Safety,B+
14808,Wesleyan College,Academics,B+
14809,Wesleyan College,Value,B
14810,Wesleyan College,Diversity,A-
14811,Wesleyan College,Campus,C
14812,Wesleyan College,Athletics,NG
14813,Wesleyan College,Party Scene,C+
14814,Wesleyan College,Professors,B
14815,Wesleyan College,Location,C+
14816,Wesleyan College,Dorms,B+
14817,Wesleyan College,Campus Food,C
14818,Wesleyan College,Student Life,B-
14819,Wesleyan College,Safety,A
14820,Wesleyan University,Academics,A+
14821,Wesleyan University,Value,A+
14822,Wesleyan University,Diversity,A
14823,Wesleyan University,Campus,A-
14824,Wesleyan University,Athletics,B
14825,Wesleyan University,Party Scene,B
14826,Wesleyan University,Professors,A
14827,Wesleyan University,Location,C+
14828,Wesleyan University,Dorms,A-
14829,Wesleyan University,Campus Food,A+
14830,Wesleyan University,Student Life,A
14831,Wesleyan University,Safety,C+
14832,Wesley College,Academics,C
14833,Wesley College,Value,C+
14834,Wesley College,Diversity,A
14835,Wesley College,Campus,D-
14836,Wesley College,Athletics,B-
14837,Wesley College,Party Scene,C
14838,Wesley College,Professors,C
14839,Wesley College,Location,C-
14840,Wesley College,Dorms,D
14841,Wesley College,Campus Food,C-
14842,Wesley College,Student Life,D
14843,Wesley College,Safety,C-
14844,West Chester University of Pennsylvania ,Academics,B
14845,West Chester University of Pennsylvania ,Value,A-
14846,West Chester University of Pennsylvania ,Diversity,B+
14847,West Chester University of Pennsylvania ,Campus,B+
14848,West Chester University of Pennsylvania ,Athletics,B+
14849,West Chester University of Pennsylvania ,Party Scene,A
14850,West Chester University of Pennsylvania ,Professors,C+
14851,West Chester University of Pennsylvania ,Location,B+
14852,West Chester University of Pennsylvania ,Dorms,B+
14853,West Chester University of Pennsylvania ,Campus Food,B-
14854,West Chester University of Pennsylvania ,Student Life,A-
14855,West Chester University of Pennsylvania ,Safety,B-
14856,Western Colorado University,Academics,B-
14857,Western Colorado University,Value,B
14858,Western Colorado University,Diversity,B+
14859,Western Colorado University,Campus,A-
14860,Western Colorado University,Athletics,B
14861,Western Colorado University,Party Scene,B
14862,Western Colorado University,Professors,B
14863,Western Colorado University,Location,B+
14864,Western Colorado University,Dorms,B
14865,Western Colorado University,Campus Food,C+
14866,Western Colorado University,Student Life,B+
14867,Western Colorado University,Safety,B-
14868,Western Connecticut State University,Academics,B-
14869,Western Connecticut State University,Value,B+
14870,Western Connecticut State University,Diversity,A-
14871,Western Connecticut State University,Campus,C-
14872,Western Connecticut State University,Athletics,C+
14873,Western Connecticut State University,Party Scene,C+
14874,Western Connecticut State University,Professors,B-
14875,Western Connecticut State University,Location,C+
14876,Western Connecticut State University,Dorms,C
14877,Western Connecticut State University,Campus Food,C+
14878,Western Connecticut State University,Student Life,C
14879,Western Connecticut State University,Safety,B
14880,Western Illinois University,Academics,B+
14881,Western Illinois University,Value,A-
14882,Western Illinois University,Diversity,A-
14883,Western Illinois University,Campus,B-
14884,Western Illinois University,Athletics,B+
14885,Western Illinois University,Party Scene,A
14886,Western Illinois University,Professors,A-
14887,Western Illinois University,Location,C+
14888,Western Illinois University,Dorms,C+
14889,Western Illinois University,Campus Food,B
14890,Western Illinois University,Student Life,B
14891,Western Illinois University,Safety,C+
14892,Western Kentucky University,Academics,B-
14893,Western Kentucky University,Value,B-
14894,Western Kentucky University,Diversity,B
14895,Western Kentucky University,Campus,A-
14896,Western Kentucky University,Athletics,A
14897,Western Kentucky University,Party Scene,A
14898,Western Kentucky University,Professors,B
14899,Western Kentucky University,Location,B
14900,Western Kentucky University,Dorms,C+
14901,Western Kentucky University,Campus Food,A-
14902,Western Kentucky University,Student Life,A-
14903,Western Kentucky University,Safety,B
14904,Western Michigan University,Academics,B
14905,Western Michigan University,Value,A-
14906,Western Michigan University,Diversity,A
14907,Western Michigan University,Campus,A-
14908,Western Michigan University,Athletics,A
14909,Western Michigan University,Party Scene,A+
14910,Western Michigan University,Professors,B+
14911,Western Michigan University,Location,B+
14912,Western Michigan University,Dorms,C+
14913,Western Michigan University,Campus Food,B+
14914,Western Michigan University,Student Life,A
14915,Western Michigan University,Safety,C+
14916,Western Nevada College,Academics,C-
14917,Western Nevada College,Value,C-
14918,Western Nevada College,Diversity,B-
14919,Western Nevada College,Campus,C+
14920,Western Nevada College,Athletics,C
14921,Western Nevada College,Party Scene,NG
14922,Western Nevada College,Professors,C
14923,Western Nevada College,Location,B
14924,Western Nevada College,Dorms,NG
14925,Western Nevada College,Campus Food,NG
14926,Western Nevada College,Student Life,C
14927,Western Nevada College,Safety,NG
14928,Western New England University,Academics,B-
14929,Western New England University,Value,A-
14930,Western New England University,Diversity,A-
14931,Western New England University,Campus,B
14932,Western New England University,Athletics,B-
14933,Western New England University,Party Scene,B
14934,Western New England University,Professors,B
14935,Western New England University,Location,C+
14936,Western New England University,Dorms,B+
14937,Western New England University,Campus Food,B-
14938,Western New England University,Student Life,B
14939,Western New England University,Safety,B
14940,Western New Mexico University,Academics,C+
14941,Western New Mexico University,Value,C
14942,Western New Mexico University,Diversity,B+
14943,Western New Mexico University,Campus,C+
14944,Western New Mexico University,Athletics,B
14945,Western New Mexico University,Party Scene,B
14946,Western New Mexico University,Professors,A-
14947,Western New Mexico University,Location,B-
14948,Western New Mexico University,Dorms,C+
14949,Western New Mexico University,Campus Food,B
14950,Western New Mexico University,Student Life,B-
14951,Western New Mexico University,Safety,B+
14952,Western Oregon University,Academics,B-
14953,Western Oregon University,Value,B-
14954,Western Oregon University,Diversity,A
14955,Western Oregon University,Campus,B
14956,Western Oregon University,Athletics,B
14957,Western Oregon University,Party Scene,B-
14958,Western Oregon University,Professors,B
14959,Western Oregon University,Location,B-
14960,Western Oregon University,Dorms,B
14961,Western Oregon University,Campus Food,B
14962,Western Oregon University,Student Life,B
14963,Western Oregon University,Safety,A+
14964,Western Carolina University,Academics,B+
14965,Western Carolina University,Value,B+
14966,Western Carolina University,Diversity,B+
14967,Western Carolina University,Campus,B
14968,Western Carolina University,Athletics,B+
14969,Western Carolina University,Party Scene,B-
14970,Western Carolina University,Professors,B+
14971,Western Carolina University,Location,D+
14972,Western Carolina University,Dorms,B+
14973,Western Carolina University,Campus Food,B
14974,Western Carolina University,Student Life,B-
14975,Western Carolina University,Safety,B-
14976,Western Washington University ,Academics,B+
14977,Western Washington University ,Value,A-
14978,Western Washington University ,Diversity,A-
14979,Western Washington University ,Campus,B+
14980,Western Washington University ,Athletics,B+
14981,Western Washington University ,Party Scene,B+
14982,Western Washington University ,Professors,B
14983,Western Washington University ,Location,A
14984,Western Washington University ,Dorms,C+
