row_index,school_name,usn_category,usn_rank
1739,Hastings College,Top Performers on Social Mobility,42
1740,Haverford College ,National Liberal Arts Colleges,15
1741,Haverford College ,Best Undergraduate Teaching,23
1742,Haverford College ,Best Value Schools,18
1743,Haverford College ,Top Performers on Social Mobility,111
1744,Hawaii Pacific University,Regional Universities West,62
1745,Hawaii Pacific University,Top Performers on Social Mobility,71
1746,Heidelberg University,Regional Colleges Midwest,21
1747,Heidelberg University,Best Value Schools,8
1748,Heidelberg University,Top Performers on Social Mobility,13
1749,Henderson State University,Regional Universities South,86
1750,Henderson State University,Top Performers on Social Mobility,47
1751,Henderson State University,Top Public Schools,41
1752,Hendrix College,National Liberal Arts Colleges,93
1753,Hendrix College,Best Value Schools,32
1754,Hendrix College,Most Innovative Schools,29
1755,Hendrix College,Top Performers on Social Mobility,186
1756,Heritage University,Top Performers on Social Mobility,117
1757,Herzing University,Top Performers on Social Mobility,10
1758,High Point University,Regional Colleges South,1
1759,High Point University,Best Undergraduate Teaching,3
1760,High Point University,Best Value Schools,16
1761,High Point University,Most Innovative Schools,1
1762,High Point University,Top Performers on Social Mobility,89
1763,High Point University,First-Year Experiences,43
1764,Hilbert College,Regional Colleges North,40
1765,Hilbert College,Top Performers on Social Mobility,14
1766,Hillsdale College,National Liberal Arts Colleges,54
1767,Hillsdale College,Best Undergraduate Teaching,43
1768,Hillsdale College,Best Value Schools,102
1769,Hillsdale College,Most Innovative Schools,29
1770,Hiram College,Regional Colleges Midwest,15
1771,Hiram College,Best Undergraduate Teaching,11
1772,Hiram College,Best Value Schools,20
1773,Hiram College,Most Innovative Schools,5
1774,Hiram College,Top Performers on Social Mobility,11
1775,Hobart and William Smith Colleges,National Liberal Arts Colleges,72
1776,Hobart and William Smith Colleges,Best Value Schools,84
1777,Hobart and William Smith Colleges,Top Performers on Social Mobility,152
1778,Hodges University,Top Performers on Social Mobility,112
1779,Hofstra University,National Universities,160
1780,Hofstra University,Best Colleges for Veterans,114
1781,Hofstra University,Best Value Schools,92
1782,Hofstra University,Top Performers on Social Mobility,278
1783,Hofstra University,Best Undergraduate Engineering Programs,33
1784,Hollins University,National Liberal Arts Colleges,102
1785,Hollins University,Best Value Schools,44
1786,Hollins University,Top Performers on Social Mobility,21
1787,Holy Family University,Top Performers on Social Mobility,108
1788,Holy Names University,Regional Universities West,64
1789,Holy Names University,Top Performers on Social Mobility,38
1790,Hood College,Regional Universities North,56
1791,Hood College,Best Colleges for Veterans,28
1792,Hood College,Best Undergraduate Teaching,28
1793,Hood College,Best Value Schools,17
1794,Hood College,Top Performers on Social Mobility,163
1795,Hope College ,National Liberal Arts Colleges,112
1796,Hope College ,Top Performers on Social Mobility,145
1797,Hope College ,Best Undergraduate Engineering Programs,72
1798,Hope College ,Undergraduate Research/Creative Projects,37
1799,Hope International University,Regional Universities West,84
1800,Hope International University,Top Performers on Social Mobility,25
1801,Houghton College,National Liberal Arts Colleges,127
1802,Houghton College,Top Performers on Social Mobility,10
1803,Houston Baptist University,Regional Universities West,64
1804,Houston Baptist University,Top Performers on Social Mobility,63
1805,Howard Payne University,Regional Colleges West,21
1806,Howard Payne University,Top Performers on Social Mobility,19
1807,Howard University,National Universities,80
1808,Howard University,Best Colleges for Veterans,50
1809,Howard University,Best Undergraduate Teaching,31
1810,Howard University,Best Value Schools,130
1811,Howard University,Most Innovative Schools,58
1812,Howard University,Top Performers on Social Mobility,11
1813,Howard University,Historically Black Colleges and Universities,2
1814,Howard University,Best Undergraduate Engineering Programs,102
1815,Humboldt State University,Regional Universities West,37
1816,Humboldt State University,Best Colleges for Veterans,22
1817,Humboldt State University,Best Value Schools,33
1818,Humboldt State University,Top Performers on Social Mobility,34
1819,Humboldt State University,Top Public Schools,17
1820,Humboldt State University,Best Undergraduate Engineering Programs,72
1821,Huntingdon College,Regional Colleges South,14
1822,Huntingdon College,Best Undergraduate Teaching,4
1823,Huntingdon College,Best Value Schools,10
1824,Huntingdon College,Top Performers on Social Mobility,58
1825,Huntington University,Regional Universities Midwest,44
1826,Huntington University,Best Value Schools,31
1827,Huntington University,Top Performers on Social Mobility,44
1828,Husson University,Top Performers on Social Mobility,54
1829,Huston-Tillotson University,Top Performers on Social Mobility,31
1830,Indiana University East,Top Performers on Social Mobility,29
1831,Indiana University South Bend,Top Performers on Social Mobility,56
1832,Indiana University Northwest,Top Performers on Social Mobility,141
1833,Indiana University of Pennsylvania,National Universities,284
1834,Indiana University of Pennsylvania,Top Performers on Social Mobility,174
1835,Indiana University of Pennsylvania,Top Public Schools,144
1836,Indiana University-Purdue University Indianapolis,National Universities,196
1837,Indiana University-Purdue University Indianapolis,Best Undergraduate Teaching,49
1838,Indiana University-Purdue University Indianapolis,Most Innovative Schools,68
1839,Indiana University-Purdue University Indianapolis,Top Performers on Social Mobility,161
1840,Indiana University-Purdue University Indianapolis,Top Public Schools,100
1841,Indiana University-Purdue University Indianapolis,Best Undergraduate Engineering Programs,118
1842,Indiana University Bloomington,National Universities,76
1843,Indiana University Bloomington,Best Colleges for Veterans,47
1844,Indiana University Bloomington,Best Value Schools,136
1845,Indiana University Bloomington,Most Innovative Schools,68
1846,Indiana University Bloomington,Top Performers on Social Mobility,334
1847,Indiana University Bloomington,Top Public Schools,31
1848,Indiana University Bloomington,Accounting,6
1849,Indiana University Bloomington,Analytics,9
1850,Indiana University Bloomington,Entrepreneurship,4
1851,Indiana University Bloomington,Finance,11
1852,Indiana University Bloomington,Management,8
1853,Indiana University Bloomington,Management Information Systems,7
1854,Indiana University Bloomington,Marketing,5
1855,Indiana University Bloomington,Production / Operation Management,12
1856,Indiana University Bloomington,First-Year Experiences,68
1857,Indiana University Southeast,Top Performers on Social Mobility,97
1858,Indiana Wesleyan University,Regional Universities Midwest,15
1859,Indiana Wesleyan University,Best Colleges for Veterans,9
1860,Indiana Wesleyan University,Best Value Schools,63
1861,Indiana Wesleyan University,Top Performers on Social Mobility,77
1862,Idaho State University,Top Performers on Social Mobility,303
1863,Idaho State University,Best Undergraduate Engineering Programs,161
1864,Illinois College ,National Liberal Arts Colleges,140
1865,Illinois College ,Top Performers on Social Mobility,34
1866,Illinois Institute of Technology,National Universities,124
1867,Illinois Institute of Technology,Best Colleges for Veterans,86
1868,Illinois Institute of Technology,Best Value Schools,39
1869,Illinois Institute of Technology,Top Performers on Social Mobility,90
1870,Illinois Institute of Technology,Best Undergraduate Engineering Programs,79
1871,Illinois State University,National Universities,206
1872,Illinois State University,Top Performers on Social Mobility,224
1873,Illinois State University,Top Public Schools,105
1874,Illinois State University,Insurance,8
1875,Illinois Wesleyan University ,National Liberal Arts Colleges,80
1876,Illinois Wesleyan University ,Best Value Schools,74
1877,Illinois Wesleyan University ,Top Performers on Social Mobility,87
1878,Immaculata University,National Universities,241
1879,Immaculata University,Top Performers on Social Mobility,291
1880,Indiana State University,Top Performers on Social Mobility,224
1881,Indiana Tech,Regional Universities Midwest,112
1882,Indiana Tech,Top Performers on Social Mobility,146
1883,Indiana Tech,Best Undergraduate Engineering Programs,123
1884,Iona College,Regional Universities North,50
1885,Iona College,Best Undergraduate Teaching,22
1886,Iona College,Best Value Schools,72
1887,Iona College,Top Performers on Social Mobility,94
1888,Iowa Wesleyan University,Top Performers on Social Mobility,72
1889,Ithaca College,Regional Universities North,9
1890,Ithaca College,Best Undergraduate Teaching,4
1891,Ithaca College,Best Value Schools,12
1892,Ithaca College,Most Innovative Schools,12
1893,Ithaca College,Top Performers on Social Mobility,141
1894,Jackson State University,Top Performers on Social Mobility,54
1895,Jackson State University,Historically Black Colleges and Universities,16
1896,Jacksonville State University,Regional Universities South,62
1897,Jacksonville State University,Top Performers on Social Mobility,80
1898,Jacksonville State University,Top Public Schools,27
1899,Jacksonville University,Regional Universities South,29
1900,Jacksonville University,Best Colleges for Veterans,16
1901,Jacksonville University,Best Value Schools,37
1902,Jacksonville University,Top Performers on Social Mobility,33
1903,James Madison University,Regional Universities South,3
1904,James Madison University,Best Undergraduate Teaching,4
1905,James Madison University,Best Value Schools,52
1906,James Madison University,Most Innovative Schools,2
1907,James Madison University,Top Performers on Social Mobility,126
1908,James Madison University,Top Public Schools,2
1909,James Madison University,Best Undergraduate Engineering Programs,26
1910,Jarvis Christian College,Top Performers on Social Mobility,13
1911,John Carroll University ,Regional Universities Midwest,2
1912,John Carroll University ,Best Colleges for Veterans,1
1913,John Carroll University ,Best Undergraduate Teaching,3
1914,John Carroll University ,Best Value Schools,16
1915,John Carroll University ,Most Innovative Schools,6
