77aea310-670f-4e19-bacc-a3bab0f5ae8c,Adams State University,https://www.niche.com/colleges/adams-state-university
24124ead-f29e-48dc-a03b-5422bee50570,Abilene Christian University,https://www.niche.com/colleges/abilene-christian-university
46516a4a-397d-4680-9cf5-a27e200fa6a0,Abraham Baldwin Agricultural College,https://www.niche.com/colleges/abraham-baldwin-agricultural-college
8a054409-f715-4559-a33e-1da2a0b529bf,Academy of Art University,https://www.niche.com/colleges/academy-of-art-university
bee65c52-f1ad-4d60-a6f1-d8cf4ce5482a,Arcadia University,https://www.niche.com/colleges/arcadia-university
01691431-70d6-4faf-91fc-1a6def593294,Adrian College,https://www.niche.com/colleges/adrian-college
131ed1c3-94cf-41e3-8947-6ac350fd8ace,Adelphi University,https://www.niche.com/colleges/adelphi-university
3cdbce81-ac6e-4c9b-a94d-df78d63db541,Alabama Agricultural and Mechanical University,https://www.niche.com/colleges/alabama-agricultural-and-mechanical-university
f41d1524-06aa-487f-8839-d8c8f5c34629,Agnes Scott College,https://www.niche.com/colleges/agnes-scott-college
d9652039-8117-4d21-89c9-40ba074c50c1,Alabama State University,https://www.niche.com/colleges/alabama-state-university
747f993d-c889-4d85-a7a2-b4e40217469e,Alaska Pacific University,https://www.niche.com/colleges/alaska-pacific-university
8c496b61-9f5e-4fa4-8237-294310b6d854,Albany College of Pharmacy and Health Sciences,https://www.niche.com/colleges/albany-college-of-pharmacy-and-health-sciences
6f2bdd17-1c0b-4659-b0d1-418bf958222b,Albany State University,https://www.niche.com/colleges/albany-state-university
5d5377c2-2b19-4807-92d5-0505d0d9c2f8,Albertus Magnus College,https://www.niche.com/colleges/albertus-magnus-college
bc108892-b43e-4ed8-aff4-9256d7406980,Albion College,https://www.niche.com/colleges/albion-college
459743e2-c4fb-44e6-aa61-851fe9eb9b6e,Albright College,https://www.niche.com/colleges/albright-college
4cd00481-73d6-49d3-9520-43202aac223f,Alcorn State University,https://www.niche.com/colleges/alcorn-state-university
64048e61-0592-46e1-a9a5-4114f7766a2d,Alderson Broaddus University,https://www.niche.com/colleges/alderson-broaddus-university
cd708ed5-f088-49ce-adff-4eb0254df1eb,Alfred University,https://www.niche.com/colleges/alfred-university
d631a89a-d9b0-45b3-a303-85910ba8a0ac,Avila University,https://www.niche.com/colleges/avila-university
b0cff00a-9f75-4790-bb6b-a24f285cbca5,Azusa Pacific University,https://www.niche.com/colleges/azusa-pacific-university
18842ce3-b65b-44e8-aff4-12becee504ca,Babson College,https://www.niche.com/colleges/babson-college
eabdef54-953f-4c60-8d97-237d07f404a2,Bacone College,https://www.niche.com/colleges/bacone-college
a5f2ef2b-7b29-48f4-bf49-9a626523f8fb,Baker College,https://www.niche.com/colleges/baker-college
07a231a8-a970-4dce-869c-ed9eb19c2ff3,Bakersfield College,https://www.niche.com/colleges/bakersfield-college
c7ff3993-99ab-48f5-9073-20b66c203dd5,Baker University,https://www.niche.com/colleges/baker-university
a3f9a830-de1b-4171-8b5b-74b048165b29,Baldwin Wallace University,https://www.niche.com/colleges/baldwin-wallace-university
1c3a722f-84d3-4d04-ad08-6b37151344bf,Ball State University,https://www.niche.com/colleges/ball-state-university
f6c3ee92-792f-45e9-bc83-8f374316fbd9,Baptist Bible College,https://www.niche.com/colleges/baptist-bible-college
